date;BEN;CO;MXIL;NO2;NO;O3;PM2_5;SO2;TOL
2022-01-17;3.484282906813257;2.1917272639263774;2.741918964123329;2.4244538037787233;3.4049829341213336;;3.869117527298484;;2.2577202770137585
2022-01-18;2.088042870463933;;;;2.17014965303981;;2.8015466230042856;;
2022-01-19;;;2.2793477134831233;;;;2.2677611708571863;;
2022-01-23;;;;;;;2.2677611708571863;;
2022-01-24;;2.8730333704605697;;;2.20264526569985;;3.2018857121146103;;
2022-01-25;2.178707807889214;;2.093255831041661;;2.10515842771973;;3.068439349077835;;
2022-01-26;;;;;;;2.668100259967511;;
2022-01-27;;;;;;;2.2677611708571863;;
2022-01-29;;;;;;;2.0008684447836367;;
2022-01-30;;;;;;;2.9349929860410606;;
2022-02-02;2.5957665200455056;3.0676922580417676;2.656848389292946;;2.365123329000051;;2.668100259967511;;2.449242497975733
2022-02-03;2.632032495015618;2.5810450390887727;2.853574093588206;;2.0401672023996498;;2.4012075338939614;;2.478387183774294
2022-02-09;2.2875057327995507;2.435050873402874;3.4171666518394908;2.114620908994704;;;2.4012075338939614;;
2022-02-10;;2.727039204774671;2.550510170754968;2.4244538037787233;;;3.2018857121146103;;
2022-02-27;;2.1917272639263774;;;;;;;
2022-02-28;;2.2403919858216765;;;;;;;
2022-03-26;;2.4837155952981735;;;;;;;
2022-03-28;;;;;;;2.1343148078204117;;
2022-06-15;;;;;;;2.1343148078204117;;
2022-06-16;;;;;;;2.0008684447836367;;
2022-06-17;;;;;;;3.335332075151385;;
2022-06-21;;;2.167692584018246;;;;;;
2022-07-05;2.341904695254719;;;;;;;;
2022-07-06;4.354666306095953;;;;;;;;
2022-07-07;4.717326055797076;;;;;;;;
2022-07-10;;;;;;;;;2.3534813874947456
2022-07-11;;;;;;;;;2.3618084405800484
2022-07-13;;2.3377214296122757;;;;;2.534653896930736;;
2022-07-14;;2.0457330982404787;;;;;3.335332075151385;;
2022-07-15;;;;;;;2.668100259967511;;
2022-07-16;;;;;;;3.335332075151385;;
2022-07-17;;;;;;;3.7356711642617095;;
2022-07-18;;;;;;;2.1343148078204117;;
2022-07-28;;;;;;;;2.3612562760868645;
