date,BEN,CO,MXIL,NO2,NO,O3,PM2_5,SO2,TOL,anomaly
2019-10-08,0.57,0.31,1.8,27.54,19.91,34.59,10.65,7.55,3.13,1
2019-10-09,0.57,0.28,1.8,26.67,16.08,36.29,8.06,4.54,3.13,1
2019-10-10,0.51,0.34,1.75,28.71,19.71,31.33,10.49,6.17,2.93,1
2019-10-11,0.73,0.39,3.04,28.12,28.83,37.5,14.52,5.58,4.53,1
2019-10-12,0.52,0.39,0.95,21.21,3.92,48.83,16.81,3.62,1.68,1
2019-10-13,0.44,0.27,0.52,16.5,4.0,54.33,9.92,5.12,1.46,1
2019-10-14,0.38,0.26,0.49,27.71,10.21,50.7,5.63,3.79,1.61,1
2019-10-15,0.64,0.25,1.55,37.83,33.46,34.91,9.14,3.88,3.57,1
2019-10-16,0.62,0.12,1.78,39.54,26.0,25.62,10.05,4.79,4.04,1
2019-10-17,0.55,0.35,1.58,29.21,12.29,31.08,9.23,4.83,3.26,1
2019-10-18,0.7,0.6,1.63,37.46,26.62,21.79,11.09,6.21,3.39,1
2019-10-19,0.33,0.49,0.49,22.75,3.92,45.29,6.28,3.75,1.43,1
2019-10-20,0.39,0.52,0.44,21.92,5.04,51.2,5.55,4.42,1.42,1
2019-10-21,0.49,0.56,1.3,31.71,17.62,30.66,7.37,5.17,2.23,1
2019-10-22,0.57,0.59,1.59,29.78,18.65,28.52,9.54,8.87,2.25,1
2019-10-23,0.52,0.57,0.91,36.83,14.38,41.2,7.54,5.62,2.28,1
2019-10-24,0.85,0.66,2.64,38.29,44.79,26.04,11.66,5.38,5.14,1
2019-10-25,0.78,0.64,3.42,30.04,39.96,20.66,11.31,6.92,4.33,1
2019-10-26,1.54,0.94,4.67,40.62,68.54,16.75,19.63,8.17,8.15,1
2019-10-27,1.01,0.86,2.46,36.75,25.88,18.29,16.6,14.79,4.37,1
2019-10-28,1.38,0.89,4.23,46.25,59.62,17.54,21.19,16.04,7.16,1
2019-10-29,1.03,0.75,5.32,41.46,41.33,21.62,17.72,9.0,7.12,1
2019-10-30,1.42,0.68,4.56,38.38,45.29,12.41,15.9,7.38,6.99,1
2019-10-31,0.92,0.61,2.93,31.5,29.79,15.55,10.7,10.54,4.29,1
2019-11-01,0.84,0.73,2.49,25.79,22.46,42.1,7.63,10.0,4.5,1
2019-11-02,0.34,0.45,0.54,17.5,6.33,42.1,3.77,2.12,1.42,1
2019-11-03,0.24,0.43,0.59,10.38,3.54,68.66,5.46,4.67,0.94,1
2019-11-04,0.45,0.48,1.26,19.58,10.58,62.04,4.9,6.29,2.58,1
2019-11-05,0.41,0.5,0.55,23.33,13.21,49.5,7.8,5.08,1.39,1
2019-11-06,0.63,0.55,1.36,32.21,20.54,37.87,7.28,5.12,2.55,1
2019-11-07,0.34,0.49,0.7,22.32,11.09,57.09,4.9,5.5,1.52,1
2019-11-08,0.48,0.55,0.84,33.17,16.38,45.37,7.58,3.88,1.91,1
2019-11-09,0.32,0.49,0.48,23.79,7.92,50.41,6.63,4.92,1.14,1
2019-11-10,0.43,0.54,0.53,23.58,7.0,48.87,6.28,7.08,1.32,1
2019-11-11,0.47,0.53,0.89,30.75,13.83,45.12,10.44,5.58,1.47,1
2019-11-12,0.7,0.55,1.13,39.38,21.88,28.45,9.4,6.04,2.29,1
2019-11-13,0.38,0.51,0.78,28.96,13.12,51.75,5.24,4.79,1.64,1
2019-11-14,0.44,0.52,0.5,30.92,16.17,56.08,5.68,8.08,1.21,1
2019-11-15,0.56,0.58,0.61,35.79,18.46,43.66,7.02,4.92,1.55,1
2019-11-16,0.54,0.61,0.67,29.62,11.08,46.79,6.72,7.92,1.71,1
2019-11-17,0.45,0.57,0.87,25.33,6.88,48.91,7.15,4.71,1.55,1
2019-11-18,0.84,0.66,1.22,39.04,31.38,30.75,10.31,6.54,2.86,1
2019-11-19,1.17,0.69,3.83,42.38,55.0,15.66,14.34,14.21,5.05,1
2019-11-20,1.35,0.68,4.12,46.21,68.81,16.08,16.94,22.66,5.54,1
2019-11-21,1.52,0.66,4.41,50.04,82.62,16.5,19.54,31.12,6.04,1
2019-11-22,0.56,0.35,1.07,28.46,16.96,48.87,8.88,13.71,2.22,1
2019-11-23,0.5,0.4,0.61,28.42,12.46,52.29,7.45,9.96,1.44,1
2019-11-24,1.07,0.51,2.14,41.42,33.08,20.5,12.52,8.92,3.83,1
2019-11-25,1.5,0.67,3.94,43.75,96.67,13.12,17.72,8.0,6.93,1
2019-11-26,0.72,0.44,2.05,32.96,32.25,37.58,9.06,13.12,3.42,1
2019-11-27,0.88,0.45,2.54,46.33,40.92,36.7,11.14,7.88,4.01,1
2019-11-28,0.88,0.44,2.54,46.52,35.87,13.82,13.75,6.61,4.01,1
2019-11-29,1.04,0.5,3.04,40.46,54.92,16.58,13.26,5.83,4.61,1
2019-11-30,0.83,0.46,1.55,37.62,34.29,28.75,11.79,4.83,2.81,1
2019-12-01,0.77,0.41,0.88,28.04,14.58,28.62,11.18,4.0,1.8,1
2019-12-02,0.77,0.36,1.37,37.71,21.04,27.37,9.84,4.58,2.86,1
2019-12-03,0.89,0.41,3.06,38.88,56.71,21.37,13.39,7.54,3.19,1
2019-12-04,1.27,0.56,8.6,43.5,88.12,13.04,25.35,17.21,4.92,1
2019-12-05,1.8,0.65,6.4,44.61,107.6,7.74,29.97,19.65,8.42,1
2019-12-06,1.55,0.59,6.67,31.67,72.88,8.83,23.31,9.0,5.65,1
2019-12-07,1.58,0.67,3.58,36.88,66.67,8.96,21.88,11.42,5.24,1
2019-12-08,0.82,0.38,1.12,33.25,17.58,20.79,13.09,6.71,2.24,1
2019-12-09,0.91,0.41,1.66,35.21,39.54,26.54,15.64,8.21,3.49,1
2019-12-10,1.87,0.71,5.96,46.88,142.54,7.5,25.91,19.88,11.61,1
2019-12-11,0.69,0.35,1.56,31.54,22.0,45.5,9.45,10.42,2.41,1
2019-12-12,0.44,0.32,0.67,32.58,15.0,48.7,5.94,4.12,1.38,1
2019-12-13,0.21,0.23,0.4,21.46,9.88,59.12,3.77,6.04,0.8,1
2019-12-14,1.5,0.63,5.14,58.08,86.58,16.7,17.12,11.54,7.31,1
2019-12-15,0.45,0.26,0.54,28.79,5.92,44.66,8.1,4.71,1.33,1
2019-12-16,0.5,0.26,0.56,39.96,13.0,39.79,6.07,4.5,1.33,1
2019-12-17,0.77,0.35,1.95,42.65,44.96,33.17,10.26,8.52,2.58,1
2019-12-18,0.58,0.27,1.27,28.71,16.79,33.41,8.58,4.67,2.18,1
2019-12-19,0.76,0.38,1.65,46.92,40.46,29.16,7.63,4.92,2.84,1
2019-12-20,1.04,0.44,2.54,56.29,65.79,27.66,14.04,8.29,4.01,1
2019-12-21,0.75,0.35,1.56,30.21,32.17,39.91,10.79,6.58,2.91,1
2019-12-22,0.26,0.23,0.4,18.42,5.54,66.75,5.72,6.46,0.68,1
2019-12-23,1.66,0.6,5.05,57.21,109.62,18.08,21.62,11.5,8.55,1
2019-12-24,1.89,0.64,4.99,41.92,119.62,9.96,22.27,10.67,8.06,1
2019-12-25,2.35,0.78,5.84,36.58,131.29,6.75,27.08,8.79,9.02,1
2019-12-26,1.21,0.41,3.53,46.62,90.38,24.62,17.81,9.25,6.19,1
2019-12-27,1.5,0.52,5.18,47.46,103.08,9.54,28.47,10.5,6.37,1
2019-12-28,2.64,0.75,8.28,53.46,177.5,7.83,39.69,16.62,11.52,1
2019-12-29,2.55,0.77,7.48,51.62,169.95,7.46,38.09,15.04,10.71,1
2019-12-30,2.72,0.89,10.64,65.38,291.5,7.12,44.03,16.92,13.1,-1
2019-12-31,1.64,0.46,7.17,46.0,78.0,14.0,29.0,13.0,4.98,1
2020-01-01,1.36,0.42,2.5,32.0,53.0,23.0,27.0,10.0,3.68,1
2020-01-02,1.68,0.48,4.94,44.0,102.0,10.0,32.0,11.0,4.85,1
2020-01-03,2.09,0.65,9.57,48.0,140.0,8.0,36.0,17.0,8.37,1
2020-01-04,1.46,0.38,2.2,37.0,34.0,18.0,19.0,6.0,3.29,1
2020-01-05,1.37,0.43,3.04,36.0,69.0,16.0,20.0,8.0,4.52,1
2020-01-06,1.69,0.58,2.98,33.0,94.0,7.0,32.0,13.0,4.87,1
2020-01-07,1.89,0.66,7.3,51.0,155.0,7.0,31.0,15.0,8.17,1
2020-01-08,2.03,0.69,9.38,56.0,144.0,7.0,30.0,20.0,10.49,1
2020-01-09,0.96,0.37,4.63,41.0,56.0,21.0,14.0,13.0,4.37,1
2020-01-10,0.9,0.33,2.34,49.0,55.0,30.0,14.0,9.0,3.0,1
2020-01-11,1.63,0.54,5.0,44.0,86.0,11.0,26.0,15.0,5.08,1
2020-01-12,1.55,0.57,4.58,42.0,69.0,13.0,25.0,19.0,4.65,1
2020-01-13,2.16,0.76,8.01,57.0,167.0,9.0,34.0,36.0,9.34,1
2020-01-14,0.67,0.22,1.63,23.0,11.0,54.0,10.0,9.0,2.31,1
2020-01-15,0.58,0.33,1.91,34.0,31.0,40.0,13.0,2.0,1.96,1
2020-01-16,0.48,0.3,2.18,28.0,10.0,46.0,8.0,6.0,1.6,1
2020-01-17,0.7,0.3,0.98,35.0,21.0,42.0,10.0,7.0,1.66,1
2020-01-18,1.02,0.43,2.12,43.0,29.0,22.0,15.0,8.0,2.85,1
2020-01-19,0.31,0.18,0.26,13.0,3.0,67.0,6.0,4.0,0.48,1
2020-01-20,0.59,0.24,0.6,29.0,13.0,46.0,10.0,4.0,1.13,1
2020-01-21,0.82,0.36,1.43,43.0,37.0,23.0,14.0,5.0,2.34,1
2020-01-22,1.47,0.5,4.87,50.0,48.0,14.0,20.0,8.0,5.13,1
2020-01-23,1.25,0.47,2.91,38.0,59.0,15.0,20.0,3.0,4.13,1
2020-01-24,1.49,0.58,4.11,42.0,70.0,13.0,25.0,15.0,5.1,1
2020-01-25,1.25,0.53,3.05,37.0,40.0,16.0,21.0,9.0,3.67,1
2020-01-26,1.15,0.46,3.3,41.0,47.0,21.0,15.0,11.0,3.97,1
2020-01-27,0.9,0.4,2.29,45.0,40.0,28.0,12.0,9.0,3.35,1
2020-01-28,0.7,0.33,1.89,40.0,41.0,35.0,11.0,7.0,2.96,1
2020-01-29,1.73,0.68,5.42,44.0,109.0,13.0,23.0,17.0,7.31,1
2020-01-30,1.72,0.81,6.59,49.0,138.0,9.0,24.0,2.0,11.16,1
2020-01-31,1.71,0.77,7.59,43.0,121.0,9.0,23.0,16.0,10.92,1
2020-02-01,1.53,0.67,5.59,42.0,69.0,12.0,15.0,13.0,7.49,1
2020-02-02,1.91,0.78,6.93,41.0,92.0,7.0,24.0,9.0,10.14,1
2020-02-03,1.77,0.82,7.4,49.0,134.0,13.0,32.0,17.0,12.04,1
2020-02-04,0.6,0.31,1.91,33.0,20.0,32.0,10.0,2.0,3.36,1
2020-02-05,0.49,0.28,0.84,33.0,23.0,40.0,8.0,5.0,1.61,1
2020-02-06,1.48,0.62,6.55,48.0,92.0,11.0,24.0,9.0,6.08,1
2020-02-07,1.37,0.6,5.08,46.0,80.0,16.0,26.0,15.0,5.47,1
2020-02-08,0.91,0.43,1.97,36.0,26.0,30.0,16.0,7.0,2.81,1
2020-02-09,1.22,0.55,3.21,37.0,44.0,15.0,17.0,12.0,4.56,1
2020-02-10,1.15,0.53,3.55,40.0,71.0,17.0,16.0,7.0,6.0,1
2020-02-11,0.9,0.4,2.0,35.0,34.0,29.0,15.0,8.0,3.24,1
2020-02-12,0.94,0.43,1.71,39.0,38.0,25.0,16.0,20.0,2.45,1
2020-02-13,0.73,0.45,11.73,33.0,41.0,35.0,12.0,4.0,2.41,1
2020-02-14,0.99,0.57,3.36,44.0,65.0,22.0,14.0,2.0,3.74,1
2020-02-15,1.02,0.61,3.38,43.0,41.0,17.0,16.0,2.0,3.56,1
2020-02-16,1.58,0.65,6.03,53.0,82.0,18.0,22.0,2.0,9.34,1
2020-02-17,0.44,0.31,0.7,39.0,15.0,46.0,7.0,3.0,1.4,1
2020-02-18,0.69,0.39,7.01,43.0,34.0,29.0,11.0,7.0,3.81,1
2020-02-19,0.84,0.53,2.92,48.0,41.0,27.0,14.0,10.0,3.02,1
2020-02-20,0.87,0.48,2.42,39.0,40.0,33.0,17.0,5.0,2.65,1
2020-02-21,1.04,0.63,2.45,43.0,51.0,33.0,17.0,2.0,3.27,1
2020-02-22,0.93,0.53,1.65,35.0,28.0,34.0,22.0,4.0,2.87,1
2020-02-23,0.94,0.66,0.81,40.0,14.0,23.0,24.0,5.0,1.78,1
2020-02-24,0.85,0.58,11.01,33.0,28.0,31.0,20.0,2.0,1.99,1
2020-02-25,0.63,0.42,1.01,38.0,16.0,42.0,16.0,7.0,1.6,1
2020-02-26,0.5,0.36,0.69,38.0,14.0,51.0,8.0,13.0,1.15,1
2020-02-27,0.45,0.36,1.09,33.0,20.0,49.0,21.0,9.0,1.71,1
2020-02-28,1.12,0.55,2.92,52.0,80.0,21.0,28.0,2.0,5.64,1
2020-02-29,0.3,0.3,0.31,20.0,7.0,66.0,12.0,1.0,0.59,1
2020-03-01,0.39,0.35,0.58,28.0,7.0,58.0,9.0,4.0,1.08,1
2020-03-02,0.54,0.37,0.63,35.0,20.0,52.0,7.0,2.0,1.18,1
2020-03-03,0.42,0.37,0.53,28.0,8.0,50.0,10.0,5.0,1.09,1
2020-03-04,0.76,0.49,2.37,43.0,50.0,24.0,9.0,3.0,4.47,1
2020-03-05,0.47,0.37,1.07,33.0,22.0,47.0,7.0,2.0,2.18,1
2020-03-06,0.44,0.34,0.68,27.0,14.0,59.0,8.0,5.0,1.07,1
2020-03-07,0.63,0.45,0.95,37.0,20.0,46.0,10.0,3.0,1.57,1
2020-03-08,0.49,0.42,1.19,20.0,9.0,43.0,10.0,2.0,1.09,1
2020-03-09,0.58,0.37,1.11,3.0,6.0,46.0,11.0,2.0,1.71,1
2020-03-10,0.92,0.63,2.09,25.0,22.0,24.0,19.0,8.0,3.19,1
2020-03-11,0.86,0.61,1.82,36.0,33.0,32.0,16.0,5.0,2.96,1
2020-03-12,0.42,0.35,0.53,30.0,6.0,46.0,9.0,3.0,1.13,1
2020-03-13,0.3,0.3,0.45,27.0,6.0,50.0,7.0,6.0,0.89,1
2020-03-14,0.62,0.43,0.72,27.0,8.0,42.0,10.0,8.0,1.49,1
2020-03-15,0.48,0.37,0.75,17.0,7.0,48.0,11.0,1.0,0.93,1
2020-03-16,0.38,0.32,0.35,25.0,6.0,52.0,7.0,3.0,0.7,1
2020-03-17,0.44,0.34,0.61,28.0,12.0,34.0,10.0,7.0,1.47,1
2020-03-18,0.65,0.51,1.54,27.0,7.0,31.0,17.0,13.0,1.27,1
2020-03-19,0.93,0.77,1.32,35.0,11.0,19.0,21.0,2.0,1.94,1
2020-03-20,1.4,0.99,1.5,38.0,9.0,14.0,20.0,11.0,2.2,1
2020-03-21,0.76,0.63,0.69,20.0,6.0,32.0,23.0,7.0,1.04,1
2020-03-22,0.36,0.32,0.21,7.0,2.0,58.0,16.0,8.0,0.4,1
2020-03-23,0.29,0.29,0.22,9.0,2.0,56.0,13.0,9.0,0.35,1
2020-03-24,0.68,0.45,0.66,21.0,9.0,39.0,17.0,9.0,1.29,1
2020-03-25,0.83,0.51,0.93,23.0,16.0,41.0,17.0,11.0,1.85,1
2020-03-26,0.52,0.38,0.44,16.0,4.0,64.0,14.0,10.0,0.98,1
2020-03-27,0.46,0.38,0.2,21.0,5.0,63.0,17.0,11.0,0.56,1
2020-03-28,0.68,0.43,0.74,22.0,5.0,55.0,22.0,14.0,0.91,1
2020-03-29,0.63,0.35,0.28,11.0,2.0,67.0,22.0,14.0,0.72,1
2020-03-30,0.31,0.31,0.18,10.0,2.0,67.0,6.0,8.0,0.27,1
2020-03-31,0.5,0.4,0.17,16.0,3.0,47.0,10.0,14.0,0.52,1
2020-04-01,0.64,0.48,0.21,19.0,6.0,40.0,14.0,5.0,0.82,1
2020-04-02,0.36,0.31,0.19,12.0,2.0,71.0,12.0,3.0,0.41,1
2020-04-03,0.35,0.37,0.24,16.0,2.0,72.0,14.0,4.0,0.46,1
2020-04-04,0.51,0.41,0.6,23.0,7.0,50.0,13.0,12.0,1.21,1
2020-04-05,0.18,0.34,0.18,3.0,2.0,72.0,6.0,3.0,0.32,-1
2020-04-06,0.18,0.26,0.18,6.0,2.0,59.0,5.0,3.0,0.29,1
2020-04-07,0.86,0.55,0.21,17.0,3.0,41.0,12.0,7.0,0.86,1
2020-04-08,0.93,0.7,0.15,20.0,6.0,32.0,15.0,14.0,0.93,1
2020-04-09,0.92,0.75,0.14,21.0,4.0,28.0,15.0,8.0,1.02,1
2020-04-10,0.24,0.45,0.09,9.0,3.0,39.0,7.0,2.0,0.59,1
2020-04-11,0.13,0.36,0.08,2.0,2.0,48.0,5.0,2.0,0.3,1
2020-04-12,0.17,0.37,0.07,2.0,2.0,48.0,8.0,3.0,0.22,1
2020-04-13,0.13,0.35,0.26,10.0,2.0,66.0,6.0,13.0,0.64,1
2020-04-14,0.43,0.44,1.0,8.0,3.0,37.0,13.0,2.0,1.23,1
2020-04-15,0.32,0.41,0.75,6.0,3.0,56.0,8.0,11.0,1.06,1
2020-04-16,0.3,0.36,0.71,20.0,9.0,54.0,5.0,2.0,1.49,1
2020-04-17,0.36,0.38,0.4,21.0,7.0,45.0,6.0,2.0,1.15,1
2020-04-18,0.23,0.37,0.74,13.0,3.0,48.0,6.0,3.0,0.66,1
2020-04-19,0.16,0.32,0.07,9.0,2.0,53.0,5.0,3.0,0.32,1
2020-04-20,0.13,0.36,0.25,12.0,3.0,53.0,6.0,3.0,0.61,1
2020-04-21,0.13,0.35,0.1,14.0,3.0,60.0,8.0,3.0,0.53,1
2020-04-22,0.27,0.37,0.53,15.0,4.0,57.0,9.0,3.0,0.74,1
2020-04-23,0.27,0.37,0.2,16.0,3.0,52.0,10.0,2.0,0.89,1
2020-04-24,0.44,0.53,0.29,11.0,3.0,41.0,20.0,3.0,1.1,1
2020-04-25,0.35,0.41,0.09,7.0,3.0,44.0,14.0,2.0,0.63,1
2020-04-26,0.16,0.37,0.07,8.0,2.0,50.0,10.0,2.0,0.4,1
2020-04-27,0.21,0.35,0.16,15.0,4.0,49.0,6.0,2.0,0.63,1
2020-04-28,0.14,0.32,0.46,14.0,4.0,58.0,5.0,2.0,0.59,1
2020-04-29,0.34,0.4,0.71,26.0,9.0,34.0,9.0,2.0,1.68,1
2020-04-30,0.19,0.34,0.24,9.0,3.0,51.0,6.0,2.0,0.99,1
2020-05-01,0.12,0.28,0.1,2.0,2.0,33.0,3.0,2.0,0.49,1
2020-05-02,0.24,0.36,0.25,3.0,2.0,31.0,7.0,2.0,0.6,1
2020-05-03,0.41,0.42,0.28,9.0,2.0,31.0,9.0,2.0,0.66,1
2020-05-04,0.58,0.47,2.98,12.0,16.0,39.0,12.0,2.0,4.13,1
2020-05-05,0.44,0.41,0.42,11.0,3.0,48.0,8.0,2.0,1.28,1
2020-05-06,0.21,0.34,0.93,9.0,3.0,48.0,7.0,2.0,0.85,1
2020-05-07,0.44,0.47,0.41,12.0,3.0,43.0,12.0,3.0,1.06,1
2020-05-08,0.45,0.51,0.53,7.0,2.0,38.0,14.0,2.0,1.19,1
2020-05-09,0.21,0.35,0.1,5.0,2.0,51.0,7.0,2.0,0.47,1
2020-05-10,0.09,0.34,0.1,5.0,2.0,58.0,4.0,3.0,0.33,1
2020-05-11,0.2,0.35,0.81,11.0,9.0,49.0,7.0,2.0,0.91,1
2020-05-12,0.09,0.33,0.09,10.0,2.0,55.0,5.0,2.0,0.36,1
2020-05-13,0.08,0.34,0.09,12.0,3.0,46.0,6.0,2.0,0.54,1
2020-05-14,0.09,0.34,0.12,9.0,2.0,54.0,5.0,2.0,0.34,1
2020-05-15,0.21,0.4,0.27,7.0,2.0,63.0,9.0,2.0,0.68,1
2020-05-16,0.35,0.33,0.45,6.0,2.0,63.0,9.0,2.0,1.19,1
2020-05-17,0.36,0.38,0.45,8.0,2.0,55.0,11.0,2.0,1.19,1
2020-05-18,0.5,0.49,0.63,6.0,3.0,46.0,14.0,4.0,1.7,1
2020-05-19,0.58,0.55,0.99,17.0,4.0,47.0,14.0,3.0,1.34,1
2020-05-20,0.44,0.45,2.32,17.0,4.0,51.0,14.0,2.0,2.44,1
2020-05-21,0.31,0.42,0.38,16.0,3.0,63.0,14.0,3.0,1.21,1
2020-05-22,0.19,0.34,0.25,16.0,4.0,51.0,8.0,3.0,0.91,1
2020-05-23,0.08,0.3,0.38,7.0,2.0,58.0,4.0,2.0,0.64,1
2020-05-24,0.07,0.28,0.07,5.0,2.0,56.0,5.0,2.0,0.22,1
2020-05-25,0.1,0.3,0.16,11.0,3.0,54.0,8.0,2.0,0.64,1
2020-05-26,0.14,0.33,0.41,14.0,5.0,43.0,8.0,2.0,0.81,1
2020-05-27,0.31,0.38,0.68,18.0,4.0,45.0,11.0,3.0,1.09,1
2020-05-28,0.64,0.57,1.44,33.0,10.0,43.0,17.0,7.0,2.38,1
2020-05-29,0.61,0.54,1.23,29.0,7.0,50.0,17.0,5.0,1.67,1
2020-05-30,0.58,0.51,0.86,25.0,4.0,46.0,16.0,4.0,1.37,1
2020-05-31,0.55,0.48,0.49,21.0,2.0,41.0,15.0,3.0,1.07,1
2020-06-01,0.89,0.52,3.94,21.0,4.0,44.0,15.0,3.0,3.22,1
2020-06-02,0.53,0.52,0.53,21.0,4.0,37.0,15.0,3.0,1.2,1
2020-06-03,0.2,0.41,0.24,16.0,3.0,61.0,15.0,2.0,0.75,1
2020-06-04,0.09,0.32,0.11,14.0,4.0,70.0,7.0,2.0,0.33,1
2020-06-05,0.12,0.29,0.29,12.0,5.0,51.0,6.0,3.0,0.49,1
2020-06-06,0.11,0.19,0.33,12.0,4.0,52.0,6.0,2.0,0.51,1
2020-06-07,0.1,0.2,0.34,14.0,5.0,52.0,5.0,2.0,0.5,1
2020-06-08,0.11,0.19,0.33,14.0,6.0,52.0,5.0,1.0,0.51,1
2020-06-09,0.09,0.09,0.38,16.0,5.0,53.0,5.0,1.0,0.52,1
2020-06-10,0.08,0.09,0.13,17.0,6.0,53.0,7.0,1.0,0.7,1
2020-06-11,0.12,0.09,0.58,19.0,8.0,40.0,4.0,1.0,0.74,1
2020-06-12,0.09,0.09,0.14,17.0,7.0,58.0,5.0,1.0,0.47,1
2020-06-13,0.1,0.08,0.13,15.0,4.0,65.0,5.0,1.0,0.38,-1
2020-06-14,0.12,0.08,0.41,13.0,3.0,48.0,6.0,1.0,0.51,1
2020-06-15,0.1,0.09,0.25,15.0,7.0,44.0,5.0,1.0,0.68,1
2020-06-16,0.09,0.08,0.1,17.0,6.0,43.0,4.0,2.0,0.58,1
2020-06-17,0.1,0.08,0.23,19.0,5.0,45.0,5.0,3.0,0.85,1
2020-06-18,0.34,0.08,0.29,16.0,5.0,43.0,6.0,3.0,1.25,1
2020-06-19,0.58,0.11,0.34,21.0,7.0,41.0,9.0,3.0,1.65,1
2020-06-20,0.45,0.15,0.3,18.0,3.0,45.0,10.0,3.0,1.49,1
2020-06-21,0.22,0.08,0.24,12.0,3.0,36.0,7.0,2.0,0.72,1
2020-06-22,0.43,0.23,0.23,15.0,4.0,39.0,10.0,3.0,1.11,1
2020-06-23,0.69,0.29,1.09,29.0,8.0,35.0,20.0,3.0,3.14,1
2020-06-24,0.57,0.14,0.45,23.0,4.0,46.0,18.0,1.0,1.44,1
2020-06-25,0.38,0.11,0.36,22.0,4.0,47.0,12.0,1.0,1.17,1
2020-06-26,0.19,0.08,0.27,23.0,4.0,48.0,12.0,2.0,0.9,1
2020-06-27,0.22,0.08,0.45,15.0,5.0,27.0,6.0,2.0,0.84,1
2020-06-28,0.09,0.08,0.16,8.0,3.0,34.0,4.0,2.0,0.32,1
2020-06-29,0.15,0.11,0.18,17.0,4.0,39.0,5.0,2.0,0.56,1
2020-06-30,0.35,0.14,0.67,19.0,8.0,32.0,7.0,2.0,1.05,1
2020-07-01,0.12,0.1,0.14,14.0,4.0,33.0,5.0,2.0,0.56,1
2020-07-02,0.1,0.1,0.19,17.0,6.0,39.0,4.0,2.0,0.76,1
2020-07-03,0.13,0.13,0.39,15.0,5.0,45.0,6.0,2.0,0.61,1
2020-07-04,0.18,0.21,0.57,18.0,5.0,45.0,9.0,3.0,0.78,1
2020-07-05,0.31,0.29,0.39,15.0,3.0,42.0,11.0,3.0,0.73,1
2020-07-06,0.09,0.12,0.23,11.0,3.0,37.0,4.0,3.0,0.44,1
2020-07-07,0.08,0.09,0.08,8.0,3.0,53.0,6.0,3.0,0.4,1
2020-07-08,0.11,0.12,0.31,12.0,2.0,62.0,9.0,3.0,0.69,1
2020-07-09,0.21,0.18,0.31,19.0,3.0,57.0,10.0,3.0,0.84,1
2020-07-10,0.28,0.18,1.02,15.0,4.0,38.0,5.0,2.0,1.28,1
2020-07-11,0.07,0.09,0.07,8.0,2.0,57.0,5.0,1.0,0.22,-1
2020-07-12,0.08,0.1,0.07,8.0,2.0,70.0,7.0,1.0,0.27,-1
2020-07-13,0.13,0.13,0.16,16.0,3.0,71.0,7.0,2.0,0.6,-1
2020-07-14,0.11,0.16,0.15,15.0,3.0,52.0,9.0,6.0,0.6,1
2020-07-15,0.11,0.15,0.15,13.0,4.0,41.0,6.0,4.0,0.5,1
2020-07-16,0.08,0.11,0.14,10.0,3.0,51.0,5.0,3.0,0.5,1
2020-07-17,0.08,0.12,0.08,10.0,3.0,50.0,6.0,5.0,0.52,1
2020-07-18,0.28,0.22,0.55,16.0,3.0,51.0,10.0,8.0,0.76,1
2020-07-19,0.37,0.22,0.33,15.0,2.0,51.0,15.0,3.0,0.79,1
2020-07-20,0.1,0.13,0.17,13.0,3.0,52.0,7.0,2.0,0.64,1
2020-07-21,0.11,0.12,0.3,12.0,3.0,53.0,6.0,2.0,0.56,1
2020-07-22,0.2,0.17,0.46,17.0,4.0,65.0,12.0,7.0,0.97,1
2020-07-23,0.15,0.15,0.5,17.0,3.0,73.0,14.0,2.0,0.77,1
2020-07-24,0.11,0.12,0.26,12.0,2.0,80.0,7.0,4.0,0.5,-1
2020-07-25,0.22,0.15,0.23,15.0,3.0,47.0,9.0,5.0,0.73,1
2020-07-26,0.3,0.2,0.67,14.0,3.0,28.0,6.0,6.0,0.97,1
2020-07-27,0.27,0.19,0.87,14.0,6.0,36.0,8.0,6.0,1.21,1
2020-07-28,0.08,0.12,0.11,11.0,3.0,39.0,4.0,1.0,0.48,1
2020-07-29,0.12,0.12,0.44,13.0,4.0,37.0,5.0,2.0,0.91,1
2020-07-30,0.1,0.11,0.28,12.0,3.0,38.0,4.5,1.0,0.69,1
2020-07-31,0.18,0.12,0.67,25.0,6.0,38.5,6.0,4.0,1.01,1
2020-08-01,0.36,0.13,1.06,37.0,10.0,39.0,8.0,7.0,1.32,1
2020-08-02,0.32,0.2,0.26,38.0,5.0,29.0,9.0,5.0,2.25,1
2020-08-03,0.29,0.11,0.46,35.0,8.0,28.0,6.0,4.0,1.21,1
2020-08-04,0.11,0.1,0.15,25.0,6.0,46.0,3.0,4.0,0.32,1
2020-08-05,0.14,0.11,0.15,15.0,5.0,45.0,5.0,3.0,0.43,1
2020-08-06,0.14,0.11,0.22,13.0,4.0,44.0,4.0,5.0,0.51,1
2020-08-07,0.37,0.32,0.81,28.0,14.0,25.0,9.0,7.0,1.26,1
2020-08-08,0.17,0.1,0.28,16.0,4.0,49.0,10.0,8.0,1.02,1
2020-08-09,0.11,0.09,0.09,12.0,2.0,57.0,10.0,4.0,0.53,1
2020-08-10,0.08,0.11,0.12,16.0,3.0,60.0,7.0,10.0,0.55,1
2020-08-11,0.41,0.16,0.53,25.0,5.0,44.0,13.0,12.0,1.49,1
2020-08-12,0.34,0.15,0.44,19.0,7.0,34.0,5.0,9.0,1.22,1
