date,BEN,CO,MXIL,NO2,NO,O3,PM2_5,SO2,TOL,anomaly
2021-06-19,0.09,0.48,0.11,12.0,3.0,47.0,7.0,5.0,0.48,1
2021-06-20,0.19,0.48,0.15,12.0,2.0,44.0,9.0,4.0,0.7,1
2021-06-21,0.33,0.57,0.65,17.0,10.0,37.0,8.0,3.0,1.6,1
2021-06-22,0.1,0.47,0.12,15.0,6.0,59.0,6.0,5.0,0.55,1
2021-06-23,0.35,0.48,1.44,19.0,6.0,48.0,11.0,6.0,1.7,1
2021-06-24,0.33,0.46,0.25,15.0,6.0,50.0,11.0,5.0,1.33,1
2021-06-25,0.11,0.47,0.31,16.0,5.0,50.0,12.0,6.0,1.86,1
2021-06-26,0.1,0.48,0.2,13.0,2.0,54.0,12.0,6.0,0.84,1
2021-06-27,0.11,0.44,0.18,7.0,2.0,60.0,5.0,3.0,0.38,1
2021-06-28,0.18,0.46,0.47,14.0,6.0,60.0,8.0,4.0,1.01,1
2021-06-29,0.14,0.46,0.29,15.0,6.0,47.0,11.0,4.0,1.12,1
2021-06-30,0.11,0.46,0.23,14.0,3.0,43.0,12.0,4.0,1.15,1
2021-07-01,0.49,0.68,0.68,26.0,10.0,27.0,14.0,9.0,2.3,1
2021-07-02,0.89,0.78,2.14,30.0,16.0,13.0,18.0,6.0,3.66,1
2021-07-03,0.34,0.6,0.67,18.0,5.0,33.0,10.0,8.0,1.61,1
2021-07-04,0.28,0.57,0.29,16.0,4.0,36.0,11.0,8.0,0.94,1
2021-07-05,0.28,0.54,0.39,18.0,7.0,35.0,10.0,6.0,1.57,1
2021-07-06,0.08,0.49,0.14,10.0,3.0,49.0,8.0,6.0,0.68,1
2021-07-07,0.16,0.56,0.24,14.0,6.0,35.0,8.0,6.0,1.13,1
2021-07-08,0.15,0.51,0.5,13.0,7.0,36.0,8.0,7.0,0.99,1
2021-07-09,0.26,0.58,0.35,19.0,5.0,39.0,10.0,8.0,1.24,1
2021-07-10,0.45,0.63,0.51,18.0,5.0,34.0,13.0,11.0,1.66,1
2021-07-11,0.24,0.59,0.23,12.0,3.0,35.0,13.0,7.0,0.95,1
2021-07-12,0.08,0.48,0.14,10.0,6.0,38.0,7.0,6.0,0.57,1
2021-07-13,0.1,0.48,0.14,10.0,5.0,38.0,9.0,5.0,0.45,1
2021-07-14,0.08,0.5,0.24,13.0,4.0,39.0,8.0,6.0,0.86,1
2021-07-15,0.09,0.47,0.19,10.0,3.0,44.0,8.0,5.0,0.58,1
2021-07-16,0.08,0.47,0.16,12.0,3.0,52.0,10.0,6.0,0.83,1
2021-07-17,0.2,0.65,0.24,13.0,3.0,53.0,14.0,6.0,0.72,1
2021-07-18,0.26,0.78,0.85,17.0,3.0,47.0,17.0,7.0,0.72,1
2021-07-19,0.46,0.88,1.09,22.0,8.0,48.0,19.0,11.0,1.79,1
2021-07-20,0.3,0.66,1.0,17.0,3.0,57.0,21.0,10.0,1.66,1
2021-07-21,0.25,0.69,0.74,20.0,3.0,63.0,21.0,5.0,1.59,1
2021-07-22,0.21,0.71,0.66,18.0,4.0,57.0,16.0,7.0,1.6,1
2021-07-23,0.18,0.54,0.31,17.0,4.0,47.0,8.0,5.0,1.18,1
2021-07-24,0.09,0.51,0.55,14.0,4.0,33.0,8.0,5.0,1.5,1
2021-07-25,0.13,0.48,0.2,11.0,2.0,42.0,8.0,5.0,0.82,1
2021-07-26,0.21,0.59,0.31,18.0,4.0,53.0,12.0,7.0,1.18,1
2021-07-27,0.32,0.5,0.36,14.0,4.0,54.0,11.0,6.0,0.86,1
2021-07-28,0.11,0.52,0.3,16.0,4.0,51.0,8.0,7.0,1.26,1
2021-07-29,0.17,0.53,0.38,15.0,4.0,49.0,10.0,5.0,1.2,1
2021-07-30,0.19,0.51,0.62,15.0,5.0,35.0,8.0,5.0,1.31,1
2021-07-31,0.13,0.46,0.26,11.0,4.0,44.0,7.0,5.0,0.59,1
2021-08-01,0.15,0.49,0.22,12.0,3.0,43.0,10.0,5.0,0.66,1
2021-08-02,0.15,0.51,0.32,18.0,5.0,43.0,11.0,5.0,1.15,1
2021-08-03,0.25,0.54,0.64,18.0,6.0,39.0,12.0,4.0,1.91,1
2021-08-04,0.3,0.53,0.6,14.0,6.0,32.0,7.0,4.0,1.69,1
2021-08-05,0.21,0.53,0.78,12.0,7.0,35.0,8.0,5.0,1.39,1
2021-08-06,0.15,0.53,0.25,15.0,4.0,47.0,8.0,5.0,0.93,1
2021-08-07,0.16,0.51,0.3,10.0,3.0,44.0,7.0,6.0,0.82,1
2021-08-08,0.08,0.49,0.17,9.0,3.0,46.0,8.0,6.0,0.48,1
2021-08-09,0.31,0.75,0.52,23.0,7.0,32.0,12.0,5.0,1.77,1
2021-08-10,0.41,0.69,1.28,20.0,10.0,34.0,15.0,3.0,2.45,1
2021-08-11,0.18,0.58,0.78,14.0,3.0,39.0,12.0,3.0,1.93,1
2021-08-12,0.18,0.61,0.27,15.0,4.0,38.0,12.0,4.0,1.18,1
2021-08-13,0.15,0.56,0.74,12.0,3.0,45.0,10.0,4.0,1.35,1
2021-08-14,0.14,0.58,0.17,11.0,3.0,39.0,11.0,4.0,0.77,1
2021-08-15,0.09,0.48,0.24,6.0,2.0,55.0,7.0,5.0,0.36,1
2021-08-16,0.09,0.48,0.15,7.0,2.0,60.0,7.0,5.0,0.29,1
2021-08-17,0.1,0.46,0.21,9.0,2.0,69.0,6.0,4.0,0.55,1
2021-08-18,0.09,0.46,0.19,11.0,2.0,65.0,8.0,5.0,0.62,1
2021-08-19,0.1,0.47,0.24,11.0,3.0,60.0,6.0,3.0,0.74,1
2021-08-20,0.17,0.51,0.23,13.0,3.0,58.0,12.0,3.0,1.0,1
2021-08-21,0.3,0.58,0.57,16.0,5.0,40.0,14.0,5.0,1.54,1
2021-08-22,0.09,0.47,0.15,7.0,2.0,48.0,8.0,3.0,0.47,1
2021-08-23,0.19,0.49,0.51,12.0,4.0,43.0,6.0,3.0,1.23,1
2021-08-24,0.16,0.38,0.44,15.0,5.0,54.0,9.0,6.0,1.13,1
2021-08-25,0.21,0.33,0.83,21.0,6.0,50.0,11.0,5.0,1.46,1
2021-08-26,0.47,0.42,3.32,27.0,5.0,44.0,16.0,4.0,2.55,1
2021-08-27,0.28,0.37,0.89,20.0,3.0,63.0,15.0,4.0,1.92,1
2021-08-28,0.09,0.31,0.27,11.0,2.0,71.0,8.0,3.0,0.56,-1
2021-08-29,0.1,0.3,0.18,12.0,2.0,63.0,9.0,4.0,0.62,1
2021-08-30,0.16,0.32,0.25,18.0,5.0,58.0,9.0,4.0,0.99,1
2021-08-31,0.42,0.34,0.48,23.0,7.0,55.0,12.0,4.0,1.24,1
2021-09-01,0.43,0.49,0.74,29.0,7.0,42.0,15.0,4.0,2.62,1
2021-09-02,0.67,0.53,1.02,34.0,6.0,37.0,16.0,4.0,2.49,1
2021-09-03,0.41,0.37,0.65,25.0,8.0,51.0,14.0,4.0,1.92,1
2021-09-04,0.48,0.58,0.74,28.0,4.0,55.0,17.0,6.0,1.47,1
2021-09-05,0.71,0.76,1.32,43.0,14.0,26.0,20.0,8.0,2.55,1
2021-09-06,0.87,0.53,4.76,59.0,35.0,17.0,20.0,6.0,5.58,1
2021-09-07,0.57,0.46,3.74,42.0,16.0,33.0,17.0,4.0,3.7,1
2021-09-08,0.2,0.43,0.49,23.0,7.0,33.0,10.0,4.0,1.33,1
2021-09-09,0.28,0.41,0.56,25.0,13.0,32.0,12.0,4.0,1.71,1
2021-09-10,0.45,0.4,0.74,26.0,8.0,32.0,10.0,4.0,1.97,1
2021-09-11,0.67,0.57,1.35,32.0,11.0,24.0,16.0,9.0,2.26,1
2021-09-12,0.72,0.71,1.23,32.0,11.0,26.0,19.0,9.0,2.35,1
2021-09-13,0.77,0.5,3.13,41.0,34.0,16.0,18.0,5.0,4.91,1
2021-09-14,0.65,0.52,0.78,27.0,11.0,28.0,12.0,4.0,2.87,1
2021-09-15,0.39,0.47,0.71,28.0,9.0,35.0,11.0,5.0,2.13,1
2021-09-16,0.38,0.44,0.79,25.0,7.0,39.0,12.0,5.0,2.08,1
2021-09-17,0.46,0.43,1.91,26.0,14.0,21.0,10.0,6.0,2.38,1
2021-09-18,0.27,0.38,0.82,19.0,7.0,31.0,7.0,6.0,1.31,1
2021-09-19,0.19,0.36,0.5,14.0,4.0,44.0,9.0,7.0,1.06,1
2021-09-20,0.35,0.38,0.48,23.0,8.0,37.0,7.0,6.0,1.21,1
2021-09-21,0.4,0.41,1.09,21.0,9.0,23.0,8.0,5.0,1.64,1
2021-09-22,0.47,0.42,1.54,28.0,13.0,28.0,12.0,4.0,2.3,1
2021-09-23,0.4,0.42,1.53,19.0,14.0,36.0,13.0,4.0,2.05,1
2021-09-24,0.65,0.49,1.62,30.0,9.0,35.0,19.0,6.0,3.08,1
2021-09-25,0.66,0.43,1.7,25.0,9.0,31.0,11.0,5.0,2.41,1
2021-09-26,0.46,0.44,1.46,23.0,10.0,28.0,12.0,7.0,2.34,1
2021-09-27,0.43,0.39,0.5,24.0,6.0,34.0,9.0,4.0,1.82,1
2021-09-28,0.56,0.42,1.39,27.0,17.0,23.0,11.0,5.0,2.29,1
2021-09-29,0.26,0.37,1.47,22.0,12.0,31.0,9.0,6.0,1.83,1
2021-09-30,0.83,0.52,2.27,28.0,20.0,24.0,11.0,8.0,3.42,1
2021-10-01,0.56,0.46,1.9,21.0,18.0,25.0,14.0,8.0,2.68,1
2021-10-02,0.58,0.41,2.27,23.0,18.0,17.0,11.0,5.0,3.01,1
2021-10-03,0.25,0.34,0.65,15.0,5.0,49.0,8.0,7.0,1.04,1
2021-10-04,0.51,0.4,1.36,27.0,17.0,28.0,12.0,6.0,1.9,1
2021-10-05,0.13,0.33,0.3,16.0,5.0,49.0,8.0,4.0,0.89,1
2021-10-06,0.49,0.4,1.7,28.0,13.0,29.0,12.0,8.0,2.64,1
2021-10-07,1.05,0.6,4.05,33.0,33.0,15.0,17.0,9.0,4.77,1
2021-10-08,0.92,0.54,3.2,29.0,27.0,22.0,17.0,5.0,4.93,1
2021-10-09,0.94,0.43,1.94,24.0,10.0,27.0,15.0,4.0,3.08,1
2021-10-10,0.78,0.4,1.25,20.0,9.0,32.0,14.0,3.0,2.32,1
2021-10-11,0.73,0.42,1.34,28.0,19.0,29.0,17.0,4.0,2.87,1
2021-10-12,0.79,0.42,1.56,22.0,11.0,29.0,18.0,5.0,3.13,1
2021-10-13,0.57,0.41,4.76,29.0,12.0,25.0,16.0,5.0,2.49,1
2021-10-14,1.34,0.63,6.65,40.0,40.0,9.0,26.0,7.0,5.79,1
2021-10-15,0.8,0.45,2.49,31.0,30.0,35.0,18.0,6.0,3.49,1
2021-10-16,1.07,0.52,1.69,35.0,19.0,10.0,25.0,6.0,3.35,1
2021-10-17,0.71,0.45,1.86,23.0,15.0,18.0,13.0,6.0,3.21,1
2021-10-18,1.06,0.57,4.61,33.0,55.0,7.0,18.0,6.0,6.45,1
2021-10-19,1.51,0.66,7.01,34.0,78.0,12.0,21.0,5.0,9.38,1
2021-10-20,0.65,0.45,2.32,24.0,19.0,33.0,12.0,4.0,6.99,1
2021-10-21,0.34,0.38,0.73,27.0,9.0,44.0,9.0,6.0,1.57,1
2021-10-22,0.51,0.4,0.43,29.0,10.0,25.0,9.0,6.0,1.88,1
2021-10-23,1.28,0.51,2.0,28.0,26.0,15.0,15.0,5.0,3.05,1
2021-10-24,0.6,0.45,1.0,24.0,11.0,22.0,14.0,6.0,2.05,1
2021-10-25,0.67,0.47,1.24,25.0,18.0,21.0,10.0,6.0,2.31,1
2021-10-26,1.33,0.62,4.29,32.0,48.0,13.0,17.0,5.0,6.05,1
2021-10-27,1.08,0.59,3.9,39.0,44.0,14.0,16.0,7.0,4.69,1
2021-10-28,1.28,0.59,4.99,41.0,52.0,17.0,20.0,5.0,5.52,1
2021-10-29,0.67,0.45,1.52,32.0,13.0,26.0,12.0,4.0,2.8,1
2021-10-30,0.79,0.54,1.75,25.0,20.0,23.0,12.0,6.0,2.64,1
2021-10-31,0.66,0.5,1.41,22.0,11.0,27.0,10.0,6.0,2.78,1
2021-11-01,0.15,0.4,0.29,13.0,4.0,55.0,4.0,6.0,0.97,1
2021-11-02,0.5,0.56,1.0,27.0,17.0,41.0,7.0,6.0,1.91,1
2021-11-03,0.51,0.46,0.87,26.0,13.0,41.0,8.0,7.0,1.7,1
2021-11-04,0.54,0.45,1.26,30.0,13.0,34.0,8.0,9.0,2.03,1
2021-11-05,0.75,0.52,1.85,38.0,21.0,22.0,12.0,8.0,2.4,1
2021-11-06,0.88,0.53,1.73,31.0,26.0,17.0,14.0,11.0,2.76,1
2021-11-07,0.77,0.54,1.0,28.0,16.0,18.0,14.0,10.0,1.87,1
2021-11-08,0.68,0.51,1.01,26.0,15.0,22.0,15.0,11.0,2.33,1
2021-11-09,0.28,0.4,0.3,20.0,5.0,36.0,6.0,5.0,1.38,1
2021-11-10,0.77,0.47,3.01,29.0,33.0,23.0,13.0,6.0,5.53,1
2021-11-11,1.29,0.55,3.36,32.0,51.0,12.0,22.0,10.0,4.42,1
2021-11-12,1.26,0.64,2.91,35.0,37.0,11.0,21.0,14.0,4.18,1
2021-11-13,1.04,0.59,1.99,29.0,25.0,21.0,17.0,9.0,3.21,1
2021-11-14,0.72,0.5,0.59,27.0,7.0,27.0,15.0,7.0,1.42,1
2021-11-15,0.91,0.53,0.76,34.0,15.0,21.0,14.0,6.0,2.39,1
2021-11-16,1.01,0.54,2.27,34.0,34.0,7.0,16.0,5.0,3.85,1
2021-11-17,1.11,0.56,2.45,33.0,33.0,13.0,17.0,5.0,4.0,1
2021-11-18,0.93,0.47,2.69,33.0,44.0,15.0,24.0,6.0,4.02,1
2021-11-19,1.56,0.67,4.08,34.0,69.0,8.0,32.0,15.0,5.32,1
2021-11-20,2.28,0.94,5.6,35.0,84.0,7.0,32.0,17.0,7.28,1
2021-11-21,1.07,0.57,1.09,25.0,20.0,22.0,17.0,12.0,2.6,1
2021-11-22,0.66,0.46,0.52,34.0,18.0,23.0,7.0,6.0,1.82,1
2021-11-23,0.7,0.45,0.8,29.0,9.0,23.0,11.0,7.0,2.03,1
2021-11-24,0.4,0.43,0.14,17.0,6.0,38.0,8.0,6.0,1.03,1
2021-11-25,0.72,0.51,0.88,38.0,16.0,25.0,10.0,7.0,2.02,1
2021-11-26,0.55,0.55,0.69,35.0,17.0,32.0,8.0,9.0,1.62,1
2021-11-27,0.28,0.4,0.27,24.0,9.0,52.0,6.0,5.0,0.65,1
2021-11-28,0.39,0.47,0.44,24.0,7.0,46.0,10.0,7.0,0.94,1
2021-11-29,0.9,0.62,2.0,40.0,47.0,32.0,13.0,13.0,2.86,1
2021-11-30,1.34,0.7,3.93,49.0,66.0,8.0,21.0,12.0,4.77,1
2021-12-01,0.63,0.52,1.21,38.0,21.0,31.0,9.0,8.0,2.26,1
2021-12-02,0.57,0.5,0.63,38.0,20.0,34.0,9.0,6.0,1.44,1
2021-12-03,1.1,0.64,3.14,47.0,51.0,19.0,13.0,10.0,4.15,1
2021-12-04,0.39,0.48,0.65,28.0,10.0,42.0,9.0,6.0,1.49,1
2021-12-05,0.37,0.45,0.62,19.0,5.0,56.0,7.0,5.0,0.98,1
2021-12-06,0.78,0.57,1.2,39.0,16.0,27.0,11.0,9.0,2.32,1
2021-12-07,0.93,0.66,1.92,40.0,42.0,26.0,10.0,9.0,3.54,1
2021-12-08,0.3,0.4,0.19,19.0,5.0,59.0,5.0,4.0,0.59,1
2021-12-09,0.42,0.5,0.9,34.0,15.0,42.0,10.0,9.0,1.53,1
2021-12-10,0.22,0.43,0.4,24.0,9.0,55.0,9.0,6.0,0.83,1
2021-12-11,0.65,0.55,1.64,32.0,20.0,33.0,11.0,6.0,2.06,1
2021-12-12,1.71,0.73,3.61,33.0,73.0,7.0,19.0,9.0,4.53,1
2021-12-13,2.63,1.01,9.32,52.0,182.0,4.0,35.0,20.0,8.37,1
2021-12-14,1.68,0.78,5.44,44.0,116.0,6.0,28.0,15.0,6.68,1
2021-12-15,1.93,0.86,6.49,41.0,111.0,4.0,30.0,10.0,7.37,1
2021-12-16,1.93,0.75,6.4,38.0,80.0,5.0,29.0,10.0,8.05,1
2021-12-17,2.26,0.85,7.05,41.0,69.0,4.0,33.0,12.0,8.04,1
2021-12-18,2.25,1.07,7.04,44.0,100.0,4.0,33.0,14.0,8.05,1
2021-12-19,2.26,0.96,7.05,43.0,98.0,5.0,36.0,13.0,8.72,1
2021-12-20,2.59,0.99,7.59,60.0,169.0,5.0,40.0,12.0,8.72,1
2021-12-21,2.55,0.95,9.07,55.0,136.0,7.0,29.0,10.0,10.67,1
2021-12-22,1.27,0.62,4.64,38.0,53.0,32.0,15.0,3.0,5.81,1
2021-12-23,1.74,0.7,4.43,45.0,48.0,27.0,19.0,4.0,5.85,1
2021-12-24,2.21,0.83,4.22,43.0,68.0,8.0,25.0,5.0,5.89,1
2021-12-25,2.31,0.89,4.62,37.0,58.0,5.0,29.0,4.0,6.35,1
2021-12-26,2.41,0.95,5.1,40.0,74.0,3.0,29.0,5.0,6.39,1
2021-12-27,0.79,0.57,2.08,35.0,23.0,42.0,12.0,6.0,2.72,1
2021-12-28,1.04,0.6,2.69,47.0,32.0,26.0,13.0,6.0,4.19,1
2021-12-29,1.57,0.77,5.29,49.0,67.0,9.0,20.0,7.0,6.16,1
2021-12-30,2.33,0.87,6.8,46.0,117.0,4.0,29.0,18.0,8.6,1
2021-12-31,1.85,0.81,5.11,51.0,81.0,8.0,25.0,21.0,6.75,1
2022-01-01,1.26,0.64,0.84,27.0,8.0,32.0,39.0,14.0,2.16,1
2022-01-02,2.09,0.78,3.84,47.0,39.0,15.0,47.0,10.0,4.89,1
2022-01-03,2.74,0.99,4.99,55.0,88.0,11.0,69.0,14.0,7.35,-1
2022-01-04,0.51,0.51,1.12,32.0,10.0,42.0,8.0,6.0,2.31,1
2022-01-05,1.31,0.59,3.79,48.0,28.0,18.0,15.0,6.0,5.13,1
2022-01-06,1.16,0.59,2.29,31.0,18.0,22.0,18.0,10.0,3.12,1
2022-01-07,0.8,0.59,1.45,40.0,21.0,33.0,10.0,9.0,2.25,1
2022-01-08,0.4,0.52,0.72,25.0,9.0,37.0,9.0,12.0,2.22,1
2022-01-09,0.16,0.46,0.26,13.0,4.0,54.0,6.0,10.0,0.58,1
2022-01-10,0.72,0.56,1.54,35.0,33.0,24.0,12.0,6.0,2.77,1
2022-01-11,0.31,0.45,0.74,27.0,5.0,43.0,7.0,6.0,1.77,1
2022-01-12,0.51,0.5,1.34,35.0,14.0,31.0,8.0,6.0,2.0,1
2022-01-13,1.22,0.64,3.54,38.0,50.0,8.0,22.0,9.0,3.82,1
2022-01-14,1.77,0.9,4.86,52.0,74.0,11.0,28.0,15.0,4.99,1
2022-01-15,1.76,0.76,3.74,49.0,55.0,14.0,27.0,11.0,4.6,1
2022-01-16,2.09,0.8,4.81,50.0,77.0,8.0,32.0,11.0,5.63,1
2022-01-17,2.55,0.89,6.61,59.0,128.0,6.0,42.0,12.0,7.87,1
2022-01-18,1.78,0.75,4.94,50.0,90.0,8.0,34.0,11.0,6.43,1
2022-01-19,1.67,0.74,5.74,45.0,80.0,9.0,30.0,10.0,6.52,1
2022-01-20,1.37,0.69,3.09,44.0,36.0,10.0,27.0,15.0,4.75,1
2022-01-21,0.83,0.57,2.3,39.0,19.0,25.0,10.0,13.0,4.77,1
2022-01-22,1.33,0.59,3.85,39.0,29.0,24.0,18.0,10.0,5.69,1
2022-01-23,1.32,0.83,3.84,39.0,55.0,11.0,30.0,15.0,5.68,1
2022-01-24,1.33,1.03,3.85,53.0,91.0,8.0,37.0,18.0,5.69,1
2022-01-25,1.83,0.85,5.39,49.0,88.0,12.0,36.0,16.0,6.61,1
2022-01-26,1.67,0.8,4.27,45.0,73.0,13.0,33.0,15.0,5.48,1
2022-01-27,1.22,0.66,2.9,40.0,22.0,20.0,30.0,12.0,3.63,1
2022-01-28,1.15,0.66,2.18,39.0,32.0,18.0,25.0,10.0,3.37,1
2022-01-29,1.32,0.76,2.68,36.0,32.0,14.0,28.0,15.0,3.64,1
2022-01-30,1.45,0.78,1.36,32.0,19.0,17.0,35.0,15.0,2.72,1
2022-01-31,0.93,0.64,0.91,33.0,13.0,25.0,25.0,11.0,2.16,1
2022-02-01,0.88,0.63,1.52,40.0,24.0,30.0,13.0,9.0,2.81,1
2022-02-02,2.06,1.07,6.45,50.0,96.0,6.0,33.0,15.0,8.33,1
2022-02-03,2.08,0.97,6.82,52.0,86.0,13.0,31.0,18.0,8.4,1
2022-02-04,1.36,0.75,3.83,47.0,33.0,19.0,23.0,12.0,4.56,1
2022-02-05,0.65,0.63,1.21,33.0,19.0,42.0,9.0,6.0,1.74,1
2022-02-06,1.04,0.69,1.5,34.0,19.0,23.0,16.0,14.0,2.39,1
2022-02-07,1.01,0.68,1.7,39.0,24.0,24.0,15.0,18.0,2.87,1
2022-02-08,1.38,0.82,4.11,43.0,45.0,11.0,22.0,14.0,5.19,1
2022-02-09,1.89,0.94,7.88,55.0,83.0,13.0,31.0,14.0,6.66,1
2022-02-10,1.73,1.0,6.25,59.0,51.0,10.0,37.0,17.0,6.21,1
2022-02-11,0.73,0.67,1.54,35.0,7.0,34.0,15.0,5.0,3.0,1
2022-02-12,1.07,0.72,1.66,32.0,16.0,18.0,24.0,3.0,2.92,1
2022-02-13,0.77,0.69,1.37,25.0,19.0,27.0,16.0,6.0,2.35,1
2022-02-14,0.48,0.61,0.39,34.0,12.0,42.0,8.0,5.0,1.35,1
2022-02-15,0.94,0.71,2.44,46.0,30.0,24.0,12.0,9.0,3.15,1
2022-02-16,1.06,0.69,3.33,38.0,32.0,25.0,13.0,5.0,4.39,1
2022-02-17,1.07,0.75,4.39,40.0,46.0,16.0,15.0,5.0,4.44,1
2022-02-18,0.76,0.69,1.5,34.0,24.0,25.0,12.0,6.0,2.58,1
2022-02-19,0.7,0.6,1.09,28.0,8.0,33.0,11.0,5.0,1.6,1
2022-02-20,0.64,0.64,0.85,28.0,8.0,28.0,10.0,5.0,1.83,1
2022-02-21,0.57,0.6,0.91,29.0,11.0,32.0,13.0,7.0,1.81,1
2022-02-22,0.92,0.72,2.43,42.0,30.0,17.0,17.0,4.0,3.1,1
2022-02-23,1.1,0.74,2.89,39.0,29.0,14.0,23.0,9.0,4.77,1
2022-02-24,0.29,0.57,0.46,21.0,6.0,40.0,11.0,5.0,0.94,1
2022-02-25,0.28,0.53,0.12,17.0,3.0,39.0,9.0,4.0,0.66,1
2022-02-26,0.98,0.72,2.7,39.0,24.0,14.0,18.0,5.0,2.67,1
2022-02-27,1.36,0.89,3.06,39.0,20.0,17.0,23.0,7.0,2.93,1
2022-02-28,1.33,0.9,3.33,49.0,30.0,10.0,25.0,7.0,3.57,1
2022-03-01,1.41,0.85,3.42,49.0,33.0,25.0,27.0,7.0,4.4,1
2022-03-02,0.59,0.66,1.26,33.0,11.0,26.0,13.0,7.0,2.26,1
2022-03-03,0.54,0.66,0.81,35.0,11.0,30.0,8.0,7.0,1.9,1
2022-03-04,0.68,0.62,0.91,34.0,11.0,52.0,8.0,6.0,1.78,1
2022-03-05,0.51,0.6,0.57,24.0,10.0,40.0,10.0,9.0,1.54,1
2022-03-06,0.55,0.63,0.86,26.0,7.0,45.0,12.0,6.0,0.84,1
2022-03-07,1.0,0.71,1.22,35.0,15.0,22.0,18.0,14.0,2.59,1
2022-03-08,0.94,0.7,2.42,41.0,19.0,30.0,14.0,5.0,3.55,1
2022-03-09,0.77,0.68,1.63,32.0,24.0,30.0,14.0,6.0,2.52,1
2022-03-10,0.88,0.8,2.02,36.0,19.0,29.0,12.0,6.0,3.38,1
2022-03-11,0.49,0.67,1.52,29.0,20.0,50.0,9.0,10.0,1.8,1
2022-03-12,0.66,0.62,1.04,30.0,12.0,35.0,11.0,4.0,2.02,1
2022-03-13,0.61,0.68,0.97,25.0,6.0,50.0,10.0,3.0,1.39,1
2022-03-14,0.69,0.67,0.75,29.0,11.0,33.0,12.0,5.0,1.93,1
2022-03-15,0.93,0.74,3.23,35.0,21.0,19.0,25.0,6.0,3.37,1
2022-03-16,0.64,0.68,1.0,30.0,8.0,36.0,13.0,4.0,2.12,1
2022-03-17,0.53,0.62,0.81,29.0,10.0,44.0,10.0,4.0,1.33,1
2022-03-18,0.92,0.69,2.04,32.0,27.0,20.0,18.0,5.0,3.95,1
2022-03-19,1.35,0.78,2.38,34.0,26.0,20.0,21.0,4.0,3.97,1
2022-03-20,0.96,0.72,2.29,31.0,20.0,29.0,18.0,2.0,3.44,1
2022-03-21,0.75,0.67,1.96,33.0,18.0,38.0,11.0,2.0,3.16,1
2022-03-22,0.93,0.69,2.35,38.0,16.0,31.0,16.0,4.0,4.12,1
2022-03-23,0.56,0.62,1.4,24.0,7.0,54.0,11.0,5.0,2.07,1
2022-03-24,0.84,0.69,1.68,29.0,15.0,40.0,18.0,3.0,3.16,1
2022-03-25,0.96,0.74,1.25,31.0,9.0,42.0,21.0,4.0,2.62,1
2022-03-26,1.42,0.95,1.83,37.0,10.0,25.0,27.0,10.0,3.46,1
2022-03-27,1.22,0.85,2.39,33.0,12.0,26.0,25.0,5.0,3.01,1
2022-03-28,1.04,0.77,2.43,33.0,25.0,30.0,29.0,5.0,3.91,1
2022-03-29,0.44,0.64,0.72,20.0,3.0,52.0,21.0,5.0,1.65,1
2022-03-30,0.31,0.65,0.35,27.0,7.0,51.0,15.0,5.0,1.14,1
2022-03-31,0.18,0.65,0.42,27.0,7.0,48.0,15.0,7.0,0.94,1
2022-04-01,0.33,0.64,0.31,26.0,9.0,49.0,8.0,6.0,0.98,1
2022-04-02,0.42,0.63,0.52,21.0,5.0,53.0,10.0,7.0,0.95,1
2022-04-03,0.46,0.61,0.42,20.0,4.0,48.0,8.0,4.0,0.86,1
2022-04-04,0.55,0.63,0.75,30.0,16.0,36.0,16.0,9.0,1.9,1
2022-04-05,0.59,0.46,0.59,32.0,14.0,41.0,20.0,14.0,1.91,1
2022-04-06,0.66,0.43,1.99,37.0,19.0,29.0,19.0,10.0,2.81,1
2022-04-07,0.47,0.41,1.25,30.0,14.0,36.0,12.0,15.0,2.22,1
2022-04-08,0.42,0.35,1.16,33.0,17.0,43.0,13.0,11.0,2.22,1
2022-04-09,0.32,0.32,0.46,25.0,5.0,43.0,10.0,12.0,1.32,1
2022-04-10,0.52,0.35,1.33,27.0,11.0,32.0,12.0,10.0,2.37,1
2022-04-11,0.39,0.41,0.81,27.0,8.0,44.0,17.0,12.0,1.6,1
2022-04-12,0.44,0.36,1.08,28.0,10.0,36.0,10.0,13.0,2.5,1
2022-04-13,0.16,0.31,0.42,24.0,9.0,35.0,9.0,14.0,1.2,1
2022-04-14,0.34,0.44,0.57,21.0,4.0,38.0,14.0,13.0,1.33,1
2022-04-15,0.25,0.39,0.17,12.0,3.0,50.0,17.0,11.0,0.45,1
2022-04-16,0.64,0.67,0.11,22.0,4.0,38.0,26.0,16.0,0.97,1
2022-04-17,0.42,0.49,0.13,15.0,3.0,47.0,21.0,13.0,0.66,1
2022-04-18,0.26,0.33,0.15,22.0,6.0,46.0,14.0,13.0,1.07,1
2022-04-19,0.36,0.3,0.15,23.0,7.0,55.0,8.0,16.0,0.73,1
2022-04-20,0.21,0.28,0.16,21.0,7.0,59.0,9.0,15.0,0.77,1
2022-04-21,0.2,0.31,0.44,22.0,8.0,48.0,10.0,5.0,1.26,1
2022-04-22,0.51,0.39,0.9,30.0,15.0,35.0,13.0,10.0,2.26,1
2022-04-23,0.13,0.31,0.15,17.0,5.0,60.0,7.0,2.0,0.74,1
2022-04-24,0.21,0.32,0.3,19.0,5.0,52.0,11.0,4.0,1.19,1
