date;BEN;CO;MXIL;NO2;NO;O3;PM2_5;SO2;TOL
2019-03-29;0.8;0.4;1.37;34.92;5.38;48.16;18.94;4.17;3.12
2019-03-30;1.09;0.53;1.76;43.96;11.71;38.33;21.06;11.75;4.49
2019-03-31;0.82;0.32;0.72;33.88;5.54;48.08;16.08;5.21;2.75
2019-04-01;1.09;0.53;1.71;42.75;17.46;40.83;17.98;10.42;4.18
2019-04-02;0.85;0.33;1.11;32.25;15.54;50;14.39;6.96;2.56
2019-04-03;0.59;0.22;0.16;24.88;8.83;64.25;3.64;4.71;1.07
2019-04-04;0.88;0.26;1.02;41.25;15.33;46.5;7.71;5.25;2.6
2019-04-05;0.94;0.26;0.7;35.46;14.08;45.91;7.89;6.17;2.41
2019-04-06;1.08;0.29;0.7;30.54;11.83;44;9.88;6.54;2.49
2019-04-07;0.62;0.23;0.25;23.12;4.5;62.54;6.2;5.21;1.19
2019-04-08;0.91;0.27;0.62;33.92;15.67;45.5;8.45;5.12;2.39
2019-04-09;1.17;0.34;1.89;30.08;14.42;45.66;7.76;8.71;4.22
2019-04-10;0.68;0.26;0.26;28;7.73;57;6.67;4.73;1.36
2019-04-11;0.9;0.34;0.79;39.17;15.21;33.54;12.65;4.75;2.58
2019-04-12;1.12;0.49;1.32;39.29;18.62;37.04;18.07;6.08;3.8
2019-04-13;1.08;0.53;2.18;41.46;13.08;38.5;19.46;10.33;3.71
2019-04-14;0.8;0.34;2.39;27.83;5;30.2;14.04;11.58;2.37
2019-04-15;0.9;0.29;2.14;25.42;22.46;36.2;10.83;6.92;3.24
2019-04-16;0.9;0.31;2.14;30.83;11.54;40.12;8.88;6.42;3.24
2019-04-17;0.99;0.32;1.89;31.67;18.62;49.83;13.04;8.25;4.11
2019-04-18;0.52;0.2;0.45;19.17;3.25;57.54;8.1;5.88;1.79
2019-04-19;0.31;0.33;1;22.42;4.58;60.95;9.06;5.04;1.75
2019-04-20;0.84;0.59;1.53;34.62;12.25;44.75;16.99;9.25;3.09
2019-04-21;0.68;0.39;0.71;23.29;2.67;64.95;15.64;7.5;1.42
2019-04-22;0.74;0.39;0.58;31.5;9.12;55.33;14.56;10.08;2.27
2019-04-23;0.6;0.38;0.24;26.91;5.65;57.77;6.67;5.91;1.34
2019-04-24;0.62;0.62;0.85;24.33;9.71;50.7;7.67;7.5;2.09
2019-04-25;0.59;0.6;0.6;27.25;14;55.2;7.58;9.62;2.11
2019-04-26;0.43;0.56;0.3;22.12;6.54;58.83;7.32;6.21;1.2
2019-04-27;0.6;0.56;0.9;18.75;4.25;52.75;8.84;5.25;1.14
2019-04-28;0.24;0.54;0.17;12.42;2.17;62.2;7.5;3.92;0.84
2019-04-29;0.97;0.84;0.92;29.33;15.25;38.41;12.44;9.62;2.87
2019-04-30;0.74;0.93;0.99;29.08;8.71;39.33;19.15;8.96;4.03
2019-05-01;0.48;0.6;0.85;17.75;2.5;60.08;8.93;5.25;1.56
2019-05-02;0.55;0.59;0.97;22.71;10.46;49.87;9.01;4.75;2.32
2019-05-03;0.43;0.57;0.53;26.92;5.88;57.62;6.93;4.33;1.67
2019-05-04;0.4;0.59;0.69;19.75;7.08;52.37;8.45;5.62;1.44
2019-05-05;0.15;0.5;0.08;10.58;2.04;68.2;6.85;4.12;0.41
2019-05-06;0.99;0.6;0.62;27.42;12.04;46.83;16.08;6.12;2.09
2019-05-07;1.05;0.69;2.2;41;12.45;32;17.11;12.59;3.59
2019-05-08;0.32;0.52;0.51;18.5;5.75;63.37;8.15;4.33;1.45
2019-05-09;0.97;0.67;1.52;41.5;16.88;32.58;15.43;8.33;3.33
2019-05-10;0.79;0.66;2.16;20.58;26.92;33.66;12.83;4.17;3.61
2019-05-11;0.32;0.53;0.26;15.04;2.88;54.41;8.45;2.21;0.96
2019-05-12;0.26;0.51;0.21;10.21;2.17;56.25;9.88;5.12;0.87
2019-05-13;0.33;0.53;0.47;19.92;8.42;57.29;10.88;5.58;1.81
2019-05-14;0.61;0.91;1.39;31.42;12.08;46.5;16.21;12.17;2.81
2019-05-15;0.94;1.09;2;38.08;14.17;41.83;22.75;19.42;3.82
2019-05-16;0.55;0.57;0.47;22.88;4.04;63.04;14.21;4.71;1.51
2019-05-17;0.48;0.63;0.62;26.12;8.79;58.5;7.19;3.92;1.6
2019-05-18;0.37;0.56;0.56;16.58;5.21;54.25;5.85;3.88;1.3
2019-05-19;0.3;0.52;0.39;15.04;3;59.04;8.02;3.71;0.96
2019-05-20;0.77;0.64;1.13;25.88;8.12;46.91;12.87;5.62;2.28
2019-05-21;0.57;0.52;1.17;28.48;8.92;43.3;14.98;7.5;2.15
2019-05-22;0.38;0.39;1.21;31.08;9.71;39.7;18.76;9.38;2.02
2019-05-23;0.31;0.27;0.48;21.38;5.04;51.04;11.27;4.88;1.35
2019-05-24;0.34;0.24;0.76;17.71;9.29;48.41;8.45;4.79;1.12
2019-05-25;0.23;0.24;0.26;14.88;3.33;52.16;9.62;5.38;0.7
2019-05-26;0.3;0.24;0.25;12.12;3.08;46.7;8.15;4.83;0.62
2019-05-27;0.29;0.24;0.36;16.67;8.88;44.5;7.84;4.46;0.91
2019-05-28;0.29;0.25;0.44;18.08;10.46;43.25;9.06;4.75;0.98
2019-05-29;0.47;0.43;0.92;23.88;9.83;37.91;11.14;7.92;1.4
2019-05-30;0.38;0.34;0.68;20.98;10.15;40.58;10.1;6.33;1.2
2019-05-31;0.68;0.41;1.08;28.82;9.03;46.76;12.26;9.65;1.5
2019-06-01;0.98;0.5;1.48;36.67;7.92;52.95;14.43;13;1.81
2019-06-02;0.82;0.53;0.9;28.5;4.79;43.66;16.55;14.08;1.34
2019-06-03;0.4;0.74;0.71;27.62;10.38;32.25;18.76;11.67;1.28
2019-06-04;0.36;0.44;0.76;18.88;4.88;51.66;11.7;3.92;2.19
2019-06-05;0.25;0.38;0.38;21.18;9.82;47.45;6.39;2.77;0.95
2019-06-06;0.33;0.28;0.55;21.33;14.29;47.37;6.93;2.92;1.14
2019-06-07;0.2;0.25;0.28;17.04;8.96;67.79;7.89;2.33;0.6
2019-06-08;0.32;0.27;0.58;18.46;9.33;45;8.62;4;1.16
2019-06-09;0.2;0.29;0.3;18.62;3.21;50.54;7.63;4.46;0.75
2019-06-10;0.29;0.27;0.47;18.25;8.17;51.95;9.23;3.71;0.87
2019-06-11;0.19;0.24;0.26;12.67;4.42;64.29;5.46;4.92;0.48
2019-06-12;0.28;0.26;0.43;19.12;9.46;56.16;7.76;5.62;0.93
2019-06-13;0.51;0.4;1;26;10.54;42.62;9.49;4.79;1.48
2019-06-14;0.47;0.36;1.25;30.54;11;37;13.13;5.21;1.63
2019-06-15;0.28;0.28;0.66;17.04;4.54;57.62;10.53;3.42;0.72
2019-06-16;0.19;0.35;0.4;16.96;3.5;54.12;10.7;3.96;0.67
2019-06-17;0.48;0.31;0.63;26.38;6.17;42.16;19.07;6.21;1.17
2019-06-18;0.68;0.47;1.16;29.52;15.48;37.39;20.04;8.74;2.07
2019-06-19;0.45;0.34;0.85;20.92;16;43.62;9.66;7.96;1.89
2019-06-20;0.16;0.28;0.42;21.08;4.42;50.91;6.67;5.04;0.92
2019-06-21;0.13;0.23;0.24;15.29;4.96;48.16;4.9;5.04;0.65
2019-06-22;0.52;0.32;0.61;19.46;8.96;41.7;11.53;9.04;1.13
2019-06-23;0.45;0.33;0.33;19.29;3.21;43.04;12.83;3.96;1.04
2019-06-24;0.55;0.45;0.94;30.21;14.33;21.91;14.6;2.96;2.09
2019-06-25;0.42;0.4;1.09;24.21;10.08;32.04;13.04;4;1.8
2019-06-26;0.26;0.27;0.44;17.83;5.21;53.45;9.36;4.5;1.16
2019-06-27;0.37;0.36;0.63;22.08;10.29;50.04;11.4;6.08;1.46
2019-06-28;0.21;0.41;0.39;20.38;5.92;52.25;10.49;5;1.09
2019-06-29;0.25;0.28;0.36;13.83;2.96;51.83;13.52;3.29;0.86
2019-06-30;0.13;0.27;0.26;9.83;2.38;47.79;9.97;2.54;0.54
2019-07-01;0.15;0.5;0.63;13.5;3.92;49.83;6.28;2.3;1
2019-07-02;0.16;0.43;0.63;14.68;3.95;49.63;7.99;2.06;1
2019-07-03;0.2;0.33;1;19.54;5.5;43.2;10.92;1.58;1.47
2019-07-04;0.24;0.48;1.21;25.38;10.12;39.75;18.85;4.08;2.03
2019-07-05;0.11;0.47;0.22;21.71;5.71;65.04;17.12;4.54;0.34
2019-07-06;0.26;0.38;0.26;19.83;3.62;56.25;15.77;5.5;0.41
2019-07-07;0.29;0.43;0.21;13.71;2.25;60.29;15.64;4.38;0.54
2019-07-08;0.17;0.37;0.32;17.75;3.5;63.75;11.92;3.75;0.94
2019-07-09;0.49;0.4;0.59;21.46;6.67;58.62;12.74;7.58;1.41
2019-07-10;0.3;0.56;0.96;24.71;6.08;55.29;17.07;15;2
2019-07-11;0.55;0.7;1.37;29.12;11.54;53.41;19.02;17.67;2.88
2019-07-12;0.23;0.4;0.51;18.5;4.42;70.83;12.65;7.92;1.4
2019-07-13;0.11;0.29;0.22;10.71;2.5;65.75;7.41;4.88;0.63
2019-07-14;0.12;0.36;0.28;11.67;2.29;60.62;9.14;10.29;0.55
2019-07-15;0.2;0.32;0.5;17;5.12;66.87;13.04;8.46;1.38
2019-07-16;0.2;0.33;0.88;19.04;6.83;60.5;9.92;5.33;1.31
2019-07-17;0.2;0.32;0.73;22.96;4.71;54.04;9.88;3;1.5
2019-07-18;0.67;0.41;0.81;18.35;7.65;40.18;12.01;11.77;1.39
2019-07-19;0.34;0.65;1.21;22.17;10.04;41.29;13.69;14;1.61
2019-07-20;0.4;0.36;0.45;16.04;3;39.75;11.18;5.88;1.07
2019-07-21;0.14;0.3;0.26;10.67;2.25;37.58;6.93;4.83;0.68
2019-07-22;0.13;0.33;1.74;13.12;3.42;38.91;11.31;2.96;1.18
2019-07-23;0.44;0.49;0.85;22.29;7.83;37.5;18.81;5.21;1.73
2019-07-24;0.53;0.77;2.2;26.29;5.67;45.95;18.72;16.29;2.11
2019-07-25;0.41;0.5;2.29;20.33;10.5;39.87;14.47;9.62;3.07
2019-07-26;0.21;0.31;0.71;17.62;6.83;39.7;6.67;5.21;1.01
2019-07-27;0.21;0.33;0.48;12.88;4.12;44;5.76;14.04;0.83
2019-07-28;0.23;0.43;0.43;14.38;4.62;43.45;8.45;25.92;0.96
2019-07-29;0.36;0.35;0.67;14.12;11.58;48.33;8.41;9.17;1.4
2019-07-30;0.28;0.41;0.66;16.57;6.3;57.78;7.42;20.91;1.01
2019-07-31;0.3;0.45;0.75;16.88;10.46;50.26;9.49;29.5;1.35
2019-08-01;0.2;0.48;1.49;17.42;5.5;55.7;8.49;12.92;1.36
2019-08-02;0.37;0.51;1.21;19.71;11.96;46.33;11.7;4.33;1.8
2019-08-03;0.47;0.52;1.17;20.25;3.42;46.5;17.51;9.17;1.58
2019-08-04;0.56;0.38;0.78;15.12;2.29;48.54;16.99;5.21;1.14
2019-08-05;0.48;0.59;2.49;23.17;7.62;45.33;15.56;19.08;1.52
2019-08-06;0.48;0.37;0.7;20.88;7.75;34.83;11.57;5.71;1.7
2019-08-07;0.49;0.45;0.98;21;14.96;31.16;10.88;6.54;2.19
2019-08-08;0.59;0.43;3.1;18.46;14.96;26.12;8.62;11.71;2.04
2019-08-09;0.4;0.4;2.29;23.88;7.5;37.87;12.31;5.29;1.76
2019-08-10;0.4;0.38;2.28;17.29;4.38;52.79;9.01;7.75;1.7
2019-08-11;0.35;0.31;1.46;11.83;3.17;55.41;7.58;2.08;1.57
2019-08-12;0.35;0.4;1.46;16.94;6.83;48.83;8.95;5.56;1.58
2019-08-13;0.31;0.49;0.63;22.04;10.5;42.25;10.31;9.04;1.46
2019-08-14;0.35;0.51;0.72;17.38;10.04;42.66;8.88;11.88;1.39
2019-08-15;0.34;0.59;0.57;20.56;9.31;41.28;10.36;9.02;1.3
2019-08-16;0.34;0.59;0.58;20.56;9.31;41.28;10.36;9.02;1.16
2019-08-17;0.34;0.67;0.57;23.75;8.58;39.91;11.83;6.17;1.16
2019-08-18;0.33;0.48;0.43;15.42;3.71;43.62;6.98;4.33;1.01
2019-08-19;0.26;0.39;0.3;16.67;6.17;50.87;6.93;4.33;0.67
2019-08-20;0.2;0.28;0.26;14.29;3.25;50.5;6.72;1.96;0.74
2019-08-21;0.24;0.32;0.6;16.79;7.29;54.12;8.93;4.83;1.26
2019-08-22;0.26;0.35;0.66;24.04;5.42;56.54;11.27;5.29;1.33
2019-08-23;0.52;0.72;2.17;44.92;15.88;47.54;15.82;10.42;2.97
2019-08-24;0.41;0.38;0.7;17.88;3.08;70.91;16.47;5.42;1.3
2019-08-25;0.19;0.37;0.2;12.71;2.29;63.08;12.35;4.08;0.57
2019-08-26;0.28;0.4;0.48;21.58;4.33;49.54;13.87;3.08;1.13
2019-08-27;0.54;0.44;0.54;22.58;4.08;49.66;15.73;6.17;1.6
2019-08-28;0.37;0.35;0.44;18.65;4.61;48.56;11.53;3.35;1.44
2019-08-29;0.29;0.41;0.52;22.12;3.88;55.29;11.66;4.79;1.42
2019-08-30;0.29;0.33;0.63;18.79;6.08;40.2;11.48;3.71;1.93
2019-08-31;0.35;0.38;0.36;17.58;3.62;45.08;11.66;5.46;1.22
2019-09-01;0.24;0.31;0.21;12.08;2.54;54.91;6.46;4.04;0.55
2019-09-02;0.15;0.32;0.21;14.29;3.38;55.37;5.68;3.75;0.82
2019-09-03;0.35;0.32;0.97;24.83;9.83;46.12;9.32;4.5;1.74
2019-09-04;0.4;0.37;1.07;21.54;10.46;53.87;10.62;5.58;1.82
2019-09-05;0.27;0.31;0.35;17.04;4.88;53.83;6.41;4.46;2
2019-09-06;0.33;0.31;0.65;23.67;10.38;43.33;7.71;3.92;2.04
2019-09-07;0.38;0.34;0.81;21.38;6.58;48.83;8.02;6.21;1.41
2019-09-08;0.46;0.31;0.74;15.96;4.58;43.62;8.1;5.17;1.21
2019-09-09;0.48;0.31;0.25;12.25;3.33;57.29;7.79;4.17;1.12
2019-09-10;0.32;0.32;0.36;18.55;8.59;45.86;7.79;3.68;1.15
2019-09-11;0.43;0.3;0.45;22.79;9.33;42.62;7.84;3.92;1.47
2019-09-12;0.66;0.33;1.14;21.83;15.88;40.2;10.66;7;2.16
2019-09-13;0.34;0.3;0.63;22.67;9.42;48.16;11.01;6;1.88
2019-09-14;0.35;0.35;0.59;18.12;3.21;53.87;14.52;6.42;1.43
2019-09-15;0.45;0.47;0.25;16.17;2.33;57.08;20.54;7.62;0.92
2019-09-16;0.56;0.54;0.95;30.92;6.33;46.41;21.1;13.04;2
2019-09-17;0.53;0.51;1.75;30.04;6.62;41.33;15.21;7.12;3.01
2019-09-18;0.46;0.34;1.03;19.58;8.71;48;9.58;4.67;2.04
2019-09-19;0.27;0.31;0.45;21.58;4.38;59.08;9.58;4.83;1.35
2019-09-20;0.76;0.44;2.36;28.21;16.04;38.33;17.12;5.71;2.48
2019-09-21;0.42;0.33;0.51;19.04;4.83;47.75;14.86;5.58;1.36
2019-09-22;0.38;0.3;0.58;18.79;6.79;37.37;6.54;5.29;1.46
2019-09-23;0.79;0.37;1.41;30.83;23.04;17.2;11.96;6.25;2.76
2019-09-24;0.56;0.31;1.08;24.25;17.17;31.33;8.75;2.62;3.03
2019-09-25;0.92;0.33;1.86;29.7;22.78;29.86;9.36;4.48;3.96
2019-09-26;0.87;0.49;1.67;30.04;20.12;32.58;13.74;8.25;3.07
2019-09-27;0.5;0.32;0.79;24.46;11.04;41.83;11.14;5.71;2.27
2019-09-28;0.34;0.43;0.61;27.33;7.54;49.25;10.49;7;2.03
2019-09-29;0.42;0.28;0.67;19.33;7.25;33.75;10.66;3.67;2.09
2019-09-30;0.45;0.35;1.01;21.21;14.67;31.66;9.36;6.79;2.18
2019-10-01;0.21;0.28;0.35;18.33;12.83;45.79;10.31;4.96;1.11
2019-10-02;0.3;0.24;0.44;17.38;5.75;59.87;6.46;4.33;1.36
2019-10-03;0.55;0.29;0.99;26.21;11.46;37.29;9.58;4.42;2.18
2019-10-04;0.33;0.25;0.48;27.46;6.25;41;7.32;3.71;1.89
2019-10-05;0.44;0.28;0.73;22.33;9.58;38.08;9.66;4.33;2.34
2019-10-06;0.35;0.28;0.8;17;3.38;42.04;9.45;3.54;1.58
2019-10-07;0.62;0.39;1.86;34;21.25;33.04;13.78;6.29;3.33
2019-10-08;0.57;0.31;1.8;27.54;19.91;34.59;10.65;7.55;3.13
2019-10-09;0.57;0.28;1.8;26.67;16.08;36.29;8.06;4.54;3.13
2019-10-10;0.51;0.34;1.75;28.71;19.71;31.33;10.49;6.17;2.93
2019-10-11;0.73;0.39;3.04;28.12;28.83;37.5;14.52;5.58;4.53
2019-10-12;0.52;0.39;0.95;21.21;3.92;48.83;16.81;3.62;1.68
2019-10-13;0.44;0.27;0.52;16.5;4;54.33;9.92;5.12;1.46
2019-10-14;0.38;0.26;0.49;27.71;10.21;50.7;5.63;3.79;1.61
2019-10-15;0.64;0.25;1.55;37.83;33.46;34.91;9.14;3.88;3.57
2019-10-16;0.62;0.12;1.78;39.54;26;25.62;10.05;4.79;4.04
2019-10-17;0.55;0.35;1.58;29.21;12.29;31.08;9.23;4.83;3.26
2019-10-18;0.7;0.6;1.63;37.46;26.62;21.79;11.09;6.21;3.39
2019-10-19;0.33;0.49;0.49;22.75;3.92;45.29;6.28;3.75;1.43
2019-10-20;0.39;0.52;0.44;21.92;5.04;51.2;5.55;4.42;1.42
2019-10-21;0.49;0.56;1.3;31.71;17.62;30.66;7.37;5.17;2.23
2019-10-22;0.57;0.59;1.59;29.78;18.65;28.52;9.54;8.87;2.25
2019-10-23;0.52;0.57;0.91;36.83;14.38;41.2;7.54;5.62;2.28
2019-10-24;0.85;0.66;2.64;38.29;44.79;26.04;11.66;5.38;5.14
2019-10-25;0.78;0.64;3.42;30.04;39.96;20.66;11.31;6.92;4.33
2019-10-26;1.54;0.94;4.67;40.62;68.54;16.75;19.63;8.17;8.15
2019-10-27;1.01;0.86;2.46;36.75;25.88;18.29;16.6;14.79;4.37
2019-10-28;1.38;0.89;4.23;46.25;59.62;17.54;21.19;16.04;7.16
2019-10-29;1.03;0.75;5.32;41.46;41.33;21.62;17.72;9;7.12
2019-10-30;1.42;0.68;4.56;38.38;45.29;12.41;15.9;7.38;6.99
2019-10-31;0.92;0.61;2.93;31.5;29.79;15.55;10.7;10.54;4.29
2019-11-01;0.84;0.73;2.49;25.79;22.46;42.1;7.63;10;4.5
2019-11-02;0.34;0.45;0.54;17.5;6.33;42.1;3.77;2.12;1.42
2019-11-03;0.24;0.43;0.59;10.38;3.54;68.66;5.46;4.67;0.94
2019-11-04;0.45;0.48;1.26;19.58;10.58;62.04;4.9;6.29;2.58
2019-11-05;0.41;0.5;0.55;23.33;13.21;49.5;7.8;5.08;1.39
2019-11-06;0.63;0.55;1.36;32.21;20.54;37.87;7.28;5.12;2.55
2019-11-07;0.34;0.49;0.7;22.32;11.09;57.09;4.9;5.5;1.52
2019-11-08;0.48;0.55;0.84;33.17;16.38;45.37;7.58;3.88;1.91
2019-11-09;0.32;0.49;0.48;23.79;7.92;50.41;6.63;4.92;1.14
2019-11-10;0.43;0.54;0.53;23.58;7;48.87;6.28;7.08;1.32
2019-11-11;0.47;0.53;0.89;30.75;13.83;45.12;10.44;5.58;1.47
2019-11-12;0.7;0.55;1.13;39.38;21.88;28.45;9.4;6.04;2.29
2019-11-13;0.38;0.51;0.78;28.96;13.12;51.75;5.24;4.79;1.64
2019-11-14;0.44;0.52;0.5;30.92;16.17;56.08;5.68;8.08;1.21
2019-11-15;0.56;0.58;0.61;35.79;18.46;43.66;7.02;4.92;1.55
2019-11-16;0.54;0.61;0.67;29.62;11.08;46.79;6.72;7.92;1.71
2019-11-17;0.45;0.57;0.87;25.33;6.88;48.91;7.15;4.71;1.55
2019-11-18;0.84;0.66;1.22;39.04;31.38;30.75;10.31;6.54;2.86
2019-11-19;1.17;0.69;3.83;42.38;55;15.66;14.34;14.21;5.05
2019-11-20;1.35;0.68;4.12;46.21;68.81;16.08;16.94;22.66;5.54
2019-11-21;1.52;0.66;4.41;50.04;82.62;16.5;19.54;31.12;6.04
2019-11-22;0.56;0.35;1.07;28.46;16.96;48.87;8.88;13.71;2.22
2019-11-23;0.5;0.4;0.61;28.42;12.46;52.29;7.45;9.96;1.44
2019-11-24;1.07;0.51;2.14;41.42;33.08;20.5;12.52;8.92;3.83
2019-11-25;1.5;0.67;3.94;43.75;96.67;13.12;17.72;8;6.93
2019-11-26;0.72;0.44;2.05;32.96;32.25;37.58;9.06;13.12;3.42
2019-11-27;0.88;0.45;2.54;46.33;40.92;36.7;11.14;7.88;4.01
2019-11-28;0.88;0.44;2.54;46.52;35.87;13.82;13.75;6.61;4.01
2019-11-29;1.04;0.5;3.04;40.46;54.92;16.58;13.26;5.83;4.61
2019-11-30;0.83;0.46;1.55;37.62;34.29;28.75;11.79;4.83;2.81
2019-12-01;0.77;0.41;0.88;28.04;14.58;28.62;11.18;4;1.8
2019-12-02;0.77;0.36;1.37;37.71;21.04;27.37;9.84;4.58;2.86
2019-12-03;0.89;0.41;3.06;38.88;56.71;21.37;13.39;7.54;3.19
2019-12-04;1.27;0.56;8.6;43.5;88.12;13.04;25.35;17.21;4.92
2019-12-05;1.8;0.65;6.4;44.61;107.6;7.74;29.97;19.65;8.42
2019-12-06;1.55;0.59;6.67;31.67;72.88;8.83;23.31;9;5.65
2019-12-07;1.58;0.67;3.58;36.88;66.67;8.96;21.88;11.42;5.24
2019-12-08;0.82;0.38;1.12;33.25;17.58;20.79;13.09;6.71;2.24
2019-12-09;0.91;0.41;1.66;35.21;39.54;26.54;15.64;8.21;3.49
2019-12-10;1.87;0.71;5.96;46.88;142.54;7.5;25.91;19.88;11.61
2019-12-11;0.69;0.35;1.56;31.54;22;45.5;9.45;10.42;2.41
2019-12-12;0.44;0.32;0.67;32.58;15;48.7;5.94;4.12;1.38
2019-12-13;0.21;0.23;0.4;21.46;9.88;59.12;3.77;6.04;0.8
2019-12-14;1.5;0.63;5.14;58.08;86.58;16.7;17.12;11.54;7.31
2019-12-15;0.45;0.26;0.54;28.79;5.92;44.66;8.1;4.71;1.33
2019-12-16;0.5;0.26;0.56;39.96;13;39.79;6.07;4.5;1.33
2019-12-17;0.77;0.35;1.95;42.65;44.96;33.17;10.26;8.52;2.58
2019-12-18;0.58;0.27;1.27;28.71;16.79;33.41;8.58;4.67;2.18
2019-12-19;0.76;0.38;1.65;46.92;40.46;29.16;7.63;4.92;2.84
2019-12-20;1.04;0.44;2.54;56.29;65.79;27.66;14.04;8.29;4.01
2019-12-21;0.75;0.35;1.56;30.21;32.17;39.91;10.79;6.58;2.91
2019-12-22;0.26;0.23;0.4;18.42;5.54;66.75;5.72;6.46;0.68
2019-12-23;1.66;0.6;5.05;57.21;109.62;18.08;21.62;11.5;8.55
2019-12-24;1.89;0.64;4.99;41.92;119.62;9.96;22.27;10.67;8.06
2019-12-25;2.35;0.78;5.84;36.58;131.29;6.75;27.08;8.79;9.02
2019-12-26;1.21;0.41;3.53;46.62;90.38;24.62;17.81;9.25;6.19
2019-12-27;1.5;0.52;5.18;47.46;103.08;9.54;28.47;10.5;6.37
2019-12-28;2.64;0.75;8.28;53.46;177.5;7.83;39.69;16.62;11.52
2019-12-29;2.55;0.77;7.48;51.62;169.95;7.46;38.09;15.04;10.71
2019-12-30;2.72;0.89;10.64;65.38;291.5;7.12;44.03;16.92;13.1
2019-12-31;1.64;0.46;7.17;46;78;14;29;13;4.98
2020-01-01;1.36;0.42;2.5;32;53;23;27;10;3.68
2020-01-02;1.68;0.48;4.94;44;102;10;32;11;4.85
2020-01-03;2.09;0.65;9.57;48;140;8;36;17;8.37
2020-01-04;1.46;0.38;2.2;37;34;18;19;6;3.29
2020-01-05;1.37;0.43;3.04;36;69;16;20;8;4.52
2020-01-06;1.69;0.58;2.98;33;94;7;32;13;4.87
2020-01-07;1.89;0.66;7.3;51;155;7;31;15;8.17
2020-01-08;2.03;0.69;9.38;56;144;7;30;20;10.49
2020-01-09;0.96;0.37;4.63;41;56;21;14;13;4.37
2020-01-10;0.9;0.33;2.34;49;55;30;14;9;3
2020-01-11;1.63;0.54;5;44;86;11;26;15;5.08
2020-01-12;1.55;0.57;4.58;42;69;13;25;19;4.65
2020-01-13;2.16;0.76;8.01;57;167;9;34;36;9.34
2020-01-14;0.67;0.22;1.63;23;11;54;10;9;2.31
2020-01-15;0.58;0.33;1.91;34;31;40;13;2;1.96
2020-01-16;0.48;0.3;2.18;28;10;46;8;6;1.6
2020-01-17;0.7;0.3;0.98;35;21;42;10;7;1.66
2020-01-18;1.02;0.43;2.12;43;29;22;15;8;2.85
2020-01-19;0.31;0.18;0.26;13;3;67;6;4;0.48
2020-01-20;0.59;0.24;0.6;29;13;46;10;4;1.13
2020-01-21;0.82;0.36;1.43;43;37;23;14;5;2.34
2020-01-22;1.47;0.5;4.87;50;48;14;20;8;5.13
2020-01-23;1.25;0.47;2.91;38;59;15;20;3;4.13
2020-01-24;1.49;0.58;4.11;42;70;13;25;15;5.1
2020-01-25;1.25;0.53;3.05;37;40;16;21;9;3.67
2020-01-26;1.15;0.46;3.3;41;47;21;15;11;3.97
2020-01-27;0.9;0.4;2.29;45;40;28;12;9;3.35
2020-01-28;0.7;0.33;1.89;40;41;35;11;7;2.96
2020-01-29;1.73;0.68;5.42;44;109;13;23;17;7.31
2020-01-30;1.72;0.81;6.59;49;138;9;24;2;11.16
2020-01-31;1.71;0.77;7.59;43;121;9;23;16;10.92
2020-02-01;1.53;0.67;5.59;42;69;12;15;13;7.49
2020-02-02;1.91;0.78;6.93;41;92;7;24;9;10.14
2020-02-03;1.77;0.82;7.4;49;134;13;32;17;12.04
2020-02-04;0.6;0.31;1.91;33;20;32;10;2;3.36
2020-02-05;0.49;0.28;0.84;33;23;40;8;5;1.61
2020-02-06;1.48;0.62;6.55;48;92;11;24;9;6.08
2020-02-07;1.37;0.6;5.08;46;80;16;26;15;5.47
2020-02-08;0.91;0.43;1.97;36;26;30;16;7;2.81
2020-02-09;1.22;0.55;3.21;37;44;15;17;12;4.56
2020-02-10;1.15;0.53;3.55;40;71;17;16;7;6
2020-02-11;0.9;0.4;2;35;34;29;15;8;3.24
2020-02-12;0.94;0.43;1.71;39;38;25;16;20;2.45
2020-02-13;0.73;0.45;11.73;33;41;35;12;4;2.41
2020-02-14;0.99;0.57;3.36;44;65;22;14;2;3.74
2020-02-15;1.02;0.61;3.38;43;41;17;16;2;3.56
2020-02-16;1.58;0.65;6.03;53;82;18;22;2;9.34
2020-02-17;0.44;0.31;0.7;39;15;46;7;3;1.4
2020-02-18;0.69;0.39;7.01;43;34;29;11;7;3.81
2020-02-19;0.84;0.53;2.92;48;41;27;14;10;3.02
2020-02-20;0.87;0.48;2.42;39;40;33;17;5;2.65
2020-02-21;1.04;0.63;2.45;43;51;33;17;2;3.27
2020-02-22;0.93;0.53;1.65;35;28;34;22;4;2.87
2020-02-23;0.94;0.66;0.81;40;14;23;24;5;1.78
2020-02-24;0.85;0.58;11.01;33;28;31;20;2;1.99
2020-02-25;0.63;0.42;1.01;38;16;42;16;7;1.6
2020-02-26;0.5;0.36;0.69;38;14;51;8;13;1.15
2020-02-27;0.45;0.36;1.09;33;20;49;21;9;1.71
2020-02-28;1.12;0.55;2.92;52;80;21;28;2;5.64
2020-02-29;0.3;0.3;0.31;20;7;66;12;1;0.59
2020-03-01;0.39;0.35;0.58;28;7;58;9;4;1.08
2020-03-02;0.54;0.37;0.63;35;20;52;7;2;1.18
2020-03-03;0.42;0.37;0.53;28;8;50;10;5;1.09
2020-03-04;0.76;0.49;2.37;43;50;24;9;3;4.47
