date;value
01-02-2019;1.0645
02-02-2019;0.7241
03-02-2019;1.5858
04-02-2019;7.3875
05-02-2019;6.337
06-02-2019;4.4975
07-02-2019;2.8483
08-02-2019;7.9666
09-02-2019;5.7308
10-02-2019;1.4129
11-02-2019;2.2708
12-02-2019;4.1231
13-02-2019;6.6045
14-02-2019;13.126
15-02-2019;11.452
16-02-2019;7.8033
17-02-2019;3.9016
18-02-2019;1.3708
19-02-2019;2.3954
20-02-2019;4.372
21-02-2019;4.0462
22-02-2019;5.8316
23-02-2019;4.1837
24-02-2019;1.4345
25-02-2019;4.9379
26-02-2019;2.907
27-02-2019;2.832
28-02-2019;2.29
01-03-2019;0.337
02-03-2019;0.2416
03-03-2019;0.1208
04-03-2019;0.12
05-03-2019;0.76
06-03-2019;0.7
07-03-2019;0.76
08-03-2019;1.4
09-03-2019;1.4025
10-03-2019;0.1166
11-03-2019;0.9804
12-03-2019;1.8304
13-03-2019;0.3387
14-03-2019;0.3466
15-03-2019;1.4525
16-03-2019;1.8262
17-03-2019;0.2245
18-03-2019;0.3754
19-03-2019;0.9454
20-03-2019;1.1195
21-03-2019;0.9054
22-03-2019;2.292
23-03-2019;1.4679
24-03-2019;0.8866
25-03-2019;0.2158
26-03-2019;1.0772
27-03-2019;0.7825
28-03-2019;0.9145
29-03-2019;1.3675
30-03-2019;1.7575
31-03-2019;0.722
01-04-2019;1.7066
02-04-2019;1.1145
03-04-2019;0.1562
04-04-2019;1.0216
05-04-2019;0.6991
06-04-2019;0.6962
07-04-2019;0.247
08-04-2019;0.615
09-04-2019;1.8945
10-04-2019;0.2617
11-04-2019;0.7902
12-04-2019;1.3187
13-04-2019;2.177
14-04-2019;2.3904
15-04-2019;2.1419
16-04-2019;2.1419
17-04-2019;1.8933
18-04-2019;0.452
19-04-2019;1.0016
20-04-2019;1.5279
21-04-2019;0.7129
22-04-2019;0.5845
23-04-2019;0.2404
24-04-2019;0.8483
25-04-2019;0.597
26-04-2019;0.2991
27-04-2019;0.9033
28-04-2019;0.1741
29-04-2019;0.9166
30-04-2019;0.9887
01-05-2019;0.8545
02-05-2019;0.9658
03-05-2019;0.5295
04-05-2019;0.6858
05-05-2019;0.0795
06-05-2019;0.617
07-05-2019;2.2013
08-05-2019;0.5104
09-05-2019;1.52
10-05-2019;2.1608
11-05-2019;0.2583
12-05-2019;0.2054
13-05-2019;0.4658
14-05-2019;1.3933
15-05-2019;1.9958
16-05-2019;0.4679
17-05-2019;0.6195
18-05-2019;0.5645
19-05-2019;0.3945
20-05-2019;1.132
21-05-2019;1.1716
22-05-2019;1.2112
23-05-2019;0.48
24-05-2019;0.7616
25-05-2019;0.2587
26-05-2019;0.252
27-05-2019;0.3583
28-05-2019;0.4429
29-05-2019;0.9195
30-05-2019;0.6812
31-05-2019;1.082
01-06-2019;1.482
02-06-2019;0.9045
03-06-2019;0.712
04-06-2019;0.762
05-06-2019;0.3847
06-06-2019;0.5516
07-06-2019;0.2804
08-06-2019;0.5775
09-06-2019;0.3045
10-06-2019;0.4708
11-06-2019;0.2587
12-06-2019;0.4266
13-06-2019;1.0041
14-06-2019;1.2512
15-06-2019;0.6566
16-06-2019;0.4008
17-06-2019;0.6266
18-06-2019;1.1573
19-06-2019;0.8491
20-06-2019;0.4187
21-06-2019;0.2366
22-06-2019;0.61
23-06-2019;0.3345
24-06-2019;0.9441
25-06-2019;1.0862
26-06-2019;0.435
27-06-2019;0.6262
28-06-2019;0.3887
29-06-2019;0.355
30-06-2019;0.2645
01-07-2019;0.6343
02-07-2019;0.6343
03-07-2019;1.0004
04-07-2019;1.2116
05-07-2019;0.2204
06-07-2019;0.255
07-07-2019;0.2079
08-07-2019;0.3175
09-07-2019;0.5933
10-07-2019;0.9587
