date;value
26-03-2019;5.5652
27-03-2019;12.083
28-03-2019;10.833
29-03-2019;5.375
30-03-2019;11.708
31-03-2019;5.5416
01-04-2019;17.458
02-04-2019;15.541
03-04-2019;8.8333
04-04-2019;15.333
05-04-2019;14.083
06-04-2019;11.833
07-04-2019;4.5
08-04-2019;15.666
09-04-2019;14.416
10-04-2019;7.7272
11-04-2019;15.208
12-04-2019;18.625
13-04-2019;13.083
14-04-2019;5
15-04-2019;22.458
16-04-2019;11.541
17-04-2019;18.625
18-04-2019;3.25
19-04-2019;4.5833
20-04-2019;12.25
21-04-2019;2.6666
22-04-2019;9.125
23-04-2019;5.6521
24-04-2019;9.7083
25-04-2019;14
26-04-2019;6.5416
27-04-2019;4.25
28-04-2019;2.1666
29-04-2019;15.25
30-04-2019;8.7083
01-05-2019;2.5
02-05-2019;10.458
03-05-2019;5.875
04-05-2019;7.0833
05-05-2019;2.0416
06-05-2019;12.041
07-05-2019;12.454
08-05-2019;5.75
09-05-2019;16.875
10-05-2019;26.916
11-05-2019;2.875
12-05-2019;2.1666
13-05-2019;8.4166
14-05-2019;12.083
15-05-2019;14.166
16-05-2019;4.0416
17-05-2019;8.7916
18-05-2019;5.2083
19-05-2019;3
20-05-2019;8.125
21-05-2019;8.9167
22-05-2019;9.7083
23-05-2019;5.0416
24-05-2019;9.2916
25-05-2019;3.3333
26-05-2019;3.0833
27-05-2019;8.875
28-05-2019;10.458
29-05-2019;9.8333
30-05-2019;10.1457
31-05-2019;9.03115
01-06-2019;7.9166
02-06-2019;4.7916
03-06-2019;10.375
04-06-2019;4.875
05-06-2019;9.8181
06-06-2019;14.291
07-06-2019;8.9583
08-06-2019;9.3333
09-06-2019;3.2083
10-06-2019;8.1666
11-06-2019;4.4166
12-06-2019;9.4583
13-06-2019;10.541
14-06-2019;11
15-06-2019;4.5416
16-06-2019;3.5
17-06-2019;6.1666
18-06-2019;15.478
19-06-2019;16
20-06-2019;4.4166
21-06-2019;4.9583
22-06-2019;8.9583
23-06-2019;3.2083
24-06-2019;14.333
25-06-2019;10.083
26-06-2019;5.2083
27-06-2019;10.291
28-06-2019;5.9166
29-06-2019;2.9583
30-06-2019;2.375
01-07-2019;3.9166
02-07-2019;3.9545
03-07-2019;5.5
04-07-2019;10.125
05-07-2019;5.7083
06-07-2019;3.625
07-07-2019;2.25
08-07-2019;3.5
09-07-2019;6.6666
10-07-2019;6.0833
11-07-2019;11.541
12-07-2019;4.4166
13-07-2019;2.5
14-07-2019;2.2916
15-07-2019;5.125
16-07-2019;6.8333
17-07-2019;4.7083
18-07-2019;7.6521
19-07-2019;10.041
20-07-2019;3
21-07-2019;2.25
22-07-2019;3.4166
23-07-2019;7.8333
24-07-2019;5.6666
25-07-2019;10.5
26-07-2019;6.8333
27-07-2019;4.125
28-07-2019;4.625
